# Chunk-averaged data for fix dens_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/mass
1000 100 7049.999999999999
  51 0.505 195.4 1.23522
  52 0.515 187.93 1.19025
  53 0.525 198.35 1.26051
  54 0.535 199.74 1.27273
  55 0.545 220.73 1.39917
  56 0.555 214.1 1.35613
  57 0.565 217.62 1.37986
  58 0.575 209.91 1.33252
  59 0.585 207.24 1.31422
  60 0.595 216.55 1.37161
  61 0.605 215.67 1.36887
  62 0.615 208.94 1.32524
  63 0.625 225.04 1.42763
  64 0.635 214.28 1.36188
  65 0.645 205.23 1.30111
  66 0.655 184.49 1.17028
  67 0.665 88.04 0.558028
  68 0.675 8.11 0.0520052
  69 0.685 0 0
  70 0.695 0.35 0.00240428
  71 0.705 2.63 0.0164885
  72 0.715 3.45 0.0217305
  73 0.725 4.54 0.0285992
  74 0.735 2.89 0.0187185
  75 0.745 1.14 0.00721458
  76 0.755 0 0
  77 0.765 1.09 0.00726536
  78 0.775 7.04 0.0438605
  79 0.785 0.87 0.00596748
  80 0.795 0 0
  81 0.805 0 0
  82 0.815 3 0.0190311
  83 0.825 2.92 0.0184259
  84 0.835 3.71 0.0235294
  85 0.845 3.41 0.0218333
  86 0.855 3.23 0.0204499
  87 0.865 4.91 0.0313661
  88 0.875 5.41 0.0339802
  89 0.885 0.41 0.00266416
  90 0.895 0 0
  91 0.905 0 0
  92 0.915 1.11 0.00724849
  93 0.925 4.89 0.0308137
  94 0.935 3.6 0.0229926
  95 0.945 4.34 0.0274052
  96 0.955 3.92 0.0248788
  97 0.965 4.22 0.0269544
  98 0.975 2.34 0.014551
  99 0.985 2.58 0.0164358
  100 0.995 0 0
3000 100 7050.000000000001
  1 0.005 1.78 0.0114183
  2 0.015 7.95 0.050053
  3 0.025 6.73 0.0428886
  4 0.035 0 0
  5 0.045 1.41 0.00908261
  6 0.055 5.44 0.0341188
  7 0.065 2.01 0.0129233
  8 0.075 0.14 0.000968611
  9 0.085 0 0
  10 0.095 1.11 0.00705876
  11 0.105 3 0.0191001
  12 0.115 5.76 0.03635
  13 0.125 2.13 0.0136156
  14 0.135 0 0
  15 0.145 0.57 0.00349517
  16 0.155 4.27 0.0270416
  17 0.165 3.26 0.020761
  18 0.175 3.8 0.0241348
  19 0.185 0.1 0.000691865
  20 0.195 0.87 0.00601923
  21 0.205 2.13 0.0130119
  22 0.215 1.3 0.00828706
  23 0.225 3.95 0.0250001
  24 0.235 0.75 0.00477503
  25 0.245 0 0
  26 0.255 0 0
  27 0.265 4.79 0.0300874
  28 0.275 2.68 0.0173346
  29 0.285 1.53 0.00967137
  30 0.295 0 0
  31 0.305 0 0
  32 0.315 2.89 0.019374
  33 0.325 56.54 0.362083
  34 0.335 163.91 1.03555
  35 0.345 196.08 1.2428
  36 0.355 198.11 1.25683
  37 0.365 198.04 1.25904
  38 0.375 204.78 1.29592
  39 0.385 195.04 1.24132
  40 0.395 212.58 1.3468
  41 0.405 193.75 1.23065
  42 0.415 193.62 1.2281
  43 0.425 213.53 1.35027
  44 0.435 211.99 1.34417
  45 0.445 211.44 1.34457
  46 0.455 208.75 1.32331
  47 0.465 203.94 1.29463
  48 0.475 208.95 1.32681
  49 0.485 207.94 1.31817
  50 0.495 200.58 1.27206
  51 0.505 200.46 1.26721
  52 0.515 204.05 1.29603
  53 0.525 205.96 1.30659
  54 0.535 201.76 1.28196
  55 0.545 211.72 1.34789
  56 0.555 209.83 1.32633
  57 0.565 212.09 1.34045
  58 0.575 197.56 1.26134
  59 0.585 190.41 1.20961
  60 0.595 207.88 1.31429
  61 0.605 202.81 1.28466
  62 0.615 198.77 1.26235
  63 0.625 201.97 1.28159
  64 0.635 209.28 1.33194
  65 0.645 202.04 1.27978
  66 0.655 197.59 1.25141
  67 0.665 133.23 0.843861
  68 0.675 32.4 0.205812
  69 0.685 0.88 0.00608841
  70 0.695 3.32 0.0207276
  71 0.705 2.2 0.0141516
  72 0.715 0.85 0.00541515
  73 0.725 7.72 0.0489274
  74 0.735 0.76 0.00489596
  75 0.745 0 0
  76 0.755 0 0
  77 0.765 0.41 0.00283665
  78 0.775 4.27 0.0273866
  79 0.785 4.32 0.0268701
  80 0.795 0 0
  81 0.805 1.23 0.00780276
  82 0.815 5.14 0.0322674
  83 0.825 2.72 0.0176458
  84 0.835 1.85 0.0117819
  85 0.845 3.93 0.0248445
  86 0.855 3.13 0.0198443
  87 0.865 1.53 0.00980936
  88 0.875 4.6 0.0293248
  89 0.885 2.87 0.0179592
  90 0.895 0 0
  91 0.905 0 0
  92 0.915 0 0
  93 0.925 5.26 0.0329424
  94 0.935 3.74 0.0241509
  95 0.945 2.98 0.0188927
  96 0.955 0.34 0.00214536
  97 0.965 5.9 0.0374911
  98 0.975 4.36 0.0278023
  99 0.985 2.09 0.0131146
  100 0.995 3.87 0.0245674
4000 100 7050
  1 0.005 4.48 0.0283566
  2 0.015 7.63 0.0486842
  3 0.025 5.43 0.0341186
  4 0.035 0 0
  5 0.045 0 0
  6 0.055 1.16 0.00740469
  7 0.065 5.48 0.0347923
  8 0.075 2.23 0.0140487
  9 0.085 2.67 0.0171447
  10 0.095 2.13 0.0133396
  11 0.105 1.72 0.0108134
  12 0.115 3.2 0.0204838
  13 0.125 2.24 0.0140144
  14 0.135 0.17 0.00117617
  15 0.145 0 0
  16 0.155 4.07 0.0250542
  17 0.165 2.93 0.0199267
  18 0.175 4.23 0.0261784
  19 0.185 0.77 0.00496515
  20 0.195 0.84 0.00581167
  21 0.205 2.82 0.0174235
  22 0.215 2.24 0.0141697
  23 0.225 0.92 0.0058822
  24 0.235 2.09 0.0131836
  25 0.245 0.09 0.000622679
  26 0.255 2.39 0.0152937
  27 0.265 3.61 0.0227685
  28 0.275 0.19 0.00131454
  29 0.285 2.58 0.0161253
  30 0.295 0.23 0.00159129
  31 0.305 1.17 0.00743938
  32 0.315 14.15 0.0904304
  33 0.325 106.27 0.675635
  34 0.335 180.05 1.13833
  35 0.345 196.9 1.25381
  36 0.355 195.26 1.23803
  37 0.365 195.3 1.23856
  38 0.375 189.9 1.20186
  39 0.385 186.16 1.18249
  40 0.395 203.49 1.28766
  41 0.405 191.5 1.22003
  42 0.415 186.02 1.18326
  43 0.425 205.55 1.29677
  44 0.435 197.26 1.25157
  45 0.445 207.96 1.32414
  46 0.455 200.85 1.27255
  47 0.465 204.54 1.29583
  48 0.475 207.55 1.31602
  49 0.485 212.6 1.34811
  50 0.495 192.31 1.22126
  51 0.505 209.14 1.32788
  52 0.515 205.3 1.29804
  53 0.525 204.38 1.29352
  54 0.535 197.27 1.25583
  55 0.545 203.4 1.29266
  56 0.555 209.88 1.33023
  57 0.565 195.54 1.24021
  58 0.575 186.22 1.18545
  59 0.585 194.3 1.23299
  60 0.595 202.68 1.2815
  61 0.605 195.2 1.23834
  62 0.615 193.01 1.22332
  63 0.625 191.67 1.21617
  64 0.635 198.69 1.26167
  65 0.645 207.87 1.31884
  66 0.655 190.58 1.21055
  67 0.665 174.16 1.10246
  68 0.675 64.4 0.40589
  69 0.685 6.16 0.0416357
  70 0.695 4.26 0.0270069
  71 0.705 1.68 0.0107437
  72 0.715 1.42 0.00897931
  73 0.725 3.04 0.0193079
  74 0.735 2.82 0.0177858
  75 0.745 0.14 0.000968611
  76 0.755 0 0
  77 0.765 0.66 0.00442832
  78 0.775 2.34 0.0146028
  79 0.785 3.63 0.0229932
  80 0.795 5.1 0.0323874
  81 0.805 2.2 0.0141344
  82 0.815 4.13 0.0256591
  83 0.825 2.71 0.0175939
  84 0.835 1.19 0.00752601
  85 0.845 2.1 0.013339
  86 0.855 2.54 0.016159
  87 0.865 2.4 0.0145695
  88 0.875 1 0.00691865
  89 0.885 4.82 0.0303122
  90 0.895 1.18 0.00775005
  91 0.905 0 0
  92 0.915 0 0
  93 0.925 3.72 0.0239091
  94 0.935 5.28 0.0331843
  95 0.945 0.28 0.00183373
  96 0.955 2.72 0.0171974
  97 0.965 0.15 0.0010378
  98 0.975 5.83 0.0367481
  99 0.985 6.57 0.0418679
  100 0.995 2.91 0.0185292
5000 100 7050.000000000003
  1 0.005 4.34 0.0273707
  2 0.015 6.11 0.0384266
  3 0.025 7.85 0.0501028
  4 0.035 0.42 0.00290583
  5 0.045 0 0
  6 0.055 0.09 0.000622679
  7 0.065 5.42 0.0342909
  8 0.075 4.9 0.0311244
  9 0.085 2.81 0.0176993
  10 0.095 1.94 0.0125253
  11 0.105 2.65 0.0166096
  12 0.115 0.19 0.00131454
  13 0.125 0.31 0.00209304
  14 0.135 2.25 0.0140491
  15 0.145 0.44 0.00288897
  16 0.155 2.6 0.0162637
  17 0.165 4.63 0.0294461
  18 0.175 2.12 0.0138051
  19 0.185 2.65 0.0166096
  20 0.195 1.99 0.0129229
  21 0.205 4.01 0.0251393
  22 0.215 0 0
  23 0.225 0 0
  24 0.235 0.54 0.00352909
  25 0.245 3.33 0.0209521
  26 0.255 4.66 0.0293604
  27 0.265 0.47 0.00325177
  28 0.275 0 0
  29 0.285 2.21 0.0135654
  30 0.295 2.39 0.0154489
  31 0.305 1.61 0.0105008
  32 0.315 38.79 0.245952
  33 0.325 134.57 0.854115
  34 0.335 189.26 1.19583
  35 0.345 188.97 1.20741
  36 0.355 190.19 1.20183
  37 0.365 199.31 1.26639
  38 0.375 190.88 1.20748
  39 0.385 183.63 1.16964
  40 0.395 195.1 1.23782
  41 0.405 198.76 1.25593
  42 0.415 184.02 1.17316
  43 0.425 198.62 1.25626
  44 0.435 186.79 1.18755
  45 0.445 208.47 1.31926
  46 0.455 188.93 1.19972
  47 0.465 188.54 1.19831
  48 0.475 216.68 1.36837
  49 0.485 195.95 1.24715
  50 0.495 193.96 1.22967
  51 0.505 206.59 1.31423
  52 0.515 197.08 1.24789
  53 0.525 193.82 1.2242
  54 0.535 189.66 1.20734
  55 0.545 193.08 1.22429
  56 0.555 210.21 1.33203
  57 0.565 190.2 1.21092
  58 0.575 185.03 1.17248
  59 0.585 194.83 1.23295
  60 0.595 197.42 1.25513
  61 0.605 194.51 1.22948
  62 0.615 180.72 1.14994
  63 0.625 193.27 1.22581
  64 0.635 203 1.2843
  65 0.645 204.49 1.29651
  66 0.655 191.56 1.2189
  67 0.665 181.62 1.14871
  68 0.675 100.8 0.641136
  69 0.685 24.02 0.154371
  70 0.695 3.74 0.023668
  71 0.705 1.72 0.0110894
  72 0.715 0 0
  73 0.725 3 0.0190311
  74 0.735 0.32 0.00204148
  75 0.745 2.68 0.0169896
  76 0.755 0.05 0.000345933
  77 0.765 3.74 0.0233747
  78 0.775 2.02 0.0131305
  79 0.785 0.3 0.00197211
  80 0.795 4.59 0.0291521
  81 0.805 5.67 0.0356928
  82 0.815 4.1 0.0258827
  83 0.825 1.14 0.0075423
  84 0.835 2.39 0.0151557
  85 0.845 0 0
  86 0.855 0.14 0.000968611
  87 0.865 5.33 0.0334267
  88 0.875 0.53 0.00366689
  89 0.885 0.1 0.000691865
  90 0.895 5.29 0.0334605
  91 0.905 0.61 0.00390991
  92 0.915 0.25 0.00172966
  93 0.925 3.53 0.022698
  94 0.935 5.22 0.0326657
  95 0.945 0 0
  96 0.955 1.84 0.0116609
  97 0.965 3.81 0.024135
  98 0.975 0.83 0.00536302
  99 0.985 3.68 0.0233218
  100 0.995 7.12 0.0450867
6000 100 7049.999999999997
  1 0.005 7.88 0.0496722
  2 0.015 1.93 0.0126803
  3 0.025 8.68 0.054017
  4 0.035 4.65 0.0303089
  5 0.045 1.21 0.00761264
  6 0.055 2.95 0.0187714
  7 0.065 3.19 0.0203629
  8 0.075 2.64 0.0167129
  9 0.085 1.96 0.0122324
  10 0.095 2.49 0.0157613
  11 0.105 3.14 0.0201032
  12 0.115 0.57 0.00358142
  13 0.125 0 0
  14 0.135 0.09 0.000622679
  15 0.145 2.02 0.0126648
  16 0.155 3.89 0.0247748
  17 0.165 2.73 0.0166974
  18 0.175 3.54 0.0231294
  19 0.185 3.08 0.0197226
  20 0.195 2.97 0.0187891
  21 0.205 2.68 0.0168171
  22 0.215 0 0
  23 0.225 0 0
  24 0.235 0.8 0.0052417
  25 0.245 3.33 0.0214005
  26 0.255 4.3 0.026887
  27 0.265 0.57 0.00356417
  28 0.275 1.41 0.0086859
  29 0.285 1.59 0.0103452
  30 0.295 1.04 0.00712641
  31 0.305 5.37 0.0342037
  32 0.315 74.33 0.47128
  33 0.325 142.86 0.907279
  34 0.335 191.8 1.21312
  35 0.345 186.43 1.18668
  36 0.355 198.16 1.25438
  37 0.365 189.99 1.21107
  38 0.375 197.57 1.2463
  39 0.385 194.65 1.23603
  40 0.395 187.36 1.19168
  41 0.405 191.34 1.21263
  42 0.415 188.22 1.19277
  43 0.425 198.47 1.26034
  44 0.435 181.83 1.15201
  45 0.445 202.45 1.28244
  46 0.455 183.33 1.16563
  47 0.465 185.65 1.17873
  48 0.475 200.48 1.2664
  49 0.485 185.67 1.18444
  50 0.495 185.61 1.17371
  51 0.505 196.02 1.24479
  52 0.515 193.02 1.22127
  53 0.525 189.57 1.21029
  54 0.535 181.46 1.14736
  55 0.545 186.13 1.1809
  56 0.555 185 1.17425
  57 0.565 193.04 1.22417
  58 0.575 190.54 1.20608
  59 0.585 195.29 1.23732
  60 0.595 186.32 1.18558
  61 0.605 186.25 1.18206
  62 0.615 193.69 1.22786
  63 0.625 207.79 1.31875
  64 0.635 203.14 1.28603
  65 0.645 191.91 1.21882
  66 0.655 194.69 1.23431
  67 0.665 184.98 1.17446
  68 0.675 117.86 0.747543
  69 0.685 55.19 0.349793
  70 0.695 5.43 0.0351708
  71 0.705 2.07 0.0126313
  72 0.715 0 0
  73 0.725 2.55 0.0159177
  74 0.735 0.57 0.00387464
  75 0.745 2.46 0.0154848
  76 0.755 3.3 0.0210377
  77 0.765 3.12 0.0198096
  78 0.775 0.04 0.000276746
  79 0.785 2.5 0.0160202
  80 0.795 3.49 0.0220073
  81 0.805 3.05 0.0192218
  82 0.815 5.34 0.0337029
  83 0.825 3.58 0.0229577
  84 0.835 0 0
  85 0.845 0 0
  86 0.855 0.47 0.00325177
  87 0.865 2.99 0.0189102
  88 0.875 2.54 0.0159003
  89 0.885 0 0
  90 0.895 2.39 0.0151212
  91 0.905 2.74 0.0174048
  92 0.915 1.08 0.00698919
  93 0.925 6.03 0.038494
  94 0.935 3.83 0.0239457
  95 0.945 1.5 0.00946381
  96 0.955 0.43 0.00276804
  97 0.965 1.04 0.00657446
  98 0.975 1.96 0.0124567
  99 0.985 3.16 0.0199484
  100 0.995 3.55 0.0227329
7000 100 7050.000000000002
  1 0.005 2.95 0.0185644
  2 0.015 4.64 0.0291186
  3 0.025 7.91 0.0503799
  4 0.035 7.05 0.0447059
  5 0.045 5.5 0.0348099
  6 0.055 1.59 0.0101382
  7 0.065 0 0
  8 0.075 3 0.0190311
  9 0.085 1.3 0.00833881
  10 0.095 4.56 0.0287548
  11 0.105 0.16 0.00110698
  12 0.115 1.31 0.00832175
  13 0.125 1.42 0.00884133
  14 0.135 0.25 0.00172966
  15 0.145 0.54 0.00373607
  16 0.155 4.01 0.0249668
  17 0.165 5.17 0.0327165
  18 0.175 4.17 0.0264705
  19 0.185 1.11 0.00726574
  20 0.195 2.06 0.0132348
  21 0.205 3.89 0.0244815
  22 0.215 0.05 0.000345933
  23 0.225 0.11 0.000761052
  24 0.235 2.89 0.0182701
  25 0.245 2.46 0.015295
  26 0.255 0.66 0.00456631
  27 0.265 3.03 0.0191352
  28 0.275 2.85 0.0180968
  29 0.285 0 0
  30 0.295 0.57 0.00394363
  31 0.305 22.88 0.14657
  32 0.315 86.5 0.548409
  33 0.325 158.71 1.00418
  34 0.335 193.54 1.22911
  35 0.345 188.26 1.1961
  36 0.355 194.77 1.23617
  37 0.365 203.24 1.28822
  38 0.375 195.52 1.23745
  39 0.385 197.97 1.26154
  40 0.395 184.36 1.16551
  41 0.405 197.72 1.25232
  42 0.415 191.68 1.21457
  43 0.425 186.26 1.18099
  44 0.435 176.03 1.11869
  45 0.445 184.99 1.17615
  46 0.455 190.36 1.20508
  47 0.465 185.05 1.17222
  48 0.475 186.49 1.18717
  49 0.485 179.07 1.13738
  50 0.495 171.71 1.09012
  51 0.505 181.51 1.14826
  52 0.515 183.37 1.16592
  53 0.525 178.57 1.13484
  54 0.535 182.86 1.15715
  55 0.545 177.55 1.1273
  56 0.555 182.42 1.15402
  57 0.565 187.99 1.19273
  58 0.575 184.25 1.16844
  59 0.585 188.34 1.19626
  60 0.595 182.82 1.16027
  61 0.605 194.2 1.23263
  62 0.615 199.33 1.26262
  63 0.625 200.96 1.27298
  64 0.635 200.92 1.28019
  65 0.645 201.47 1.2734
  66 0.655 197.39 1.25225
  67 0.665 178.68 1.1312
  68 0.675 142.77 0.906536
  69 0.685 73.71 0.46925
  70 0.695 15.72 0.099861
  71 0.705 1.49 0.0097051
  72 0.715 0.34 0.00216261
  73 0.725 3.95 0.0248104
  74 0.735 1.7 0.01102
  75 0.745 0.01 6.91865e-05
  76 0.755 2.66 0.0168513
  77 0.765 4.44 0.0282523
  78 0.775 1.92 0.0119212
  79 0.785 2.98 0.0190997
  80 0.795 0 0
  81 0.805 0.57 0.0037194
  82 0.815 7.77 0.0488076
  83 0.825 2.39 0.0155179
  84 0.835 1.27 0.0080795
  85 0.845 0 0
  86 0.855 1.57 0.00987913
  87 0.865 1.43 0.00915199
  88 0.875 1.04 0.00681593
  89 0.885 1.79 0.011039
  90 0.895 0.43 0.00297502
  91 0.905 2.74 0.0172323
  92 0.915 3.04 0.0195148
  93 0.925 8.55 0.0540317
  94 0.935 3.41 0.021609
  95 0.945 0 0
  96 0.955 0 0
  97 0.965 0 0
  98 0.975 2.15 0.0135987
  99 0.985 3.9 0.0248094
  100 0.995 3.31 0.0212794
8000 100 7050
  1 0.005 4.11 0.0262796
  2 0.015 3.37 0.02166
  3 0.025 10.88 0.0685826
  4 0.035 6.24 0.0398779
  5 0.045 0.31 0.00212753
  6 0.055 2.7 0.0171108
  7 0.065 2.8 0.0175439
  8 0.075 2.72 0.0173871
  9 0.085 3.3 0.020779
  10 0.095 0.58 0.00396107
  11 0.105 2.01 0.0124059
  12 0.115 0.58 0.00384033
  13 0.125 0.39 0.00259478
  14 0.135 1.58 0.00986207
  15 0.145 1.87 0.0123859
  16 0.155 4.25 0.0264893
  17 0.165 4.63 0.0289976
  18 0.175 2.36 0.0153794
  19 0.185 2.77 0.0174398
  20 0.195 0.36 0.00249071
  21 0.205 4.71 0.0294476
  22 0.215 1.21 0.0080611
  23 0.225 2.53 0.0157793
  24 0.235 1.06 0.00728203
  25 0.245 2.28 0.0141014
  26 0.255 0.94 0.0058136
  27 0.265 2.06 0.0132175
  28 0.275 1.43 0.00925548
  29 0.285 1.35 0.00825353
  30 0.295 3.03 0.0201528
  31 0.305 43.93 0.278736
  32 0.315 94.03 0.59678
  33 0.325 171.13 1.08607
  34 0.335 189.49 1.19975
  35 0.345 198.71 1.26185
  36 0.355 197.68 1.25431
  37 0.365 199.26 1.25949
  38 0.375 192.28 1.22509
  39 0.385 205.77 1.30517
  40 0.395 185.45 1.17631
  41 0.405 189.61 1.20437
  42 0.415 192.82 1.21782
  43 0.425 174.3 1.10786
  44 0.435 184.99 1.17127
  45 0.445 183.41 1.16665
  46 0.455 179.45 1.13613
  47 0.465 179.44 1.13887
  48 0.475 173.64 1.10607
  49 0.485 178.04 1.12415
  50 0.495 164.45 1.04698
  51 0.505 173.1 1.09625
  52 0.515 170.2 1.08043
  53 0.525 167.1 1.06164
  54 0.535 179.73 1.13696
  55 0.545 175.44 1.11501
  56 0.555 189.95 1.20224
  57 0.565 178.44 1.13014
  58 0.575 171.93 1.09385
  59 0.585 182.47 1.16227
  60 0.595 188.38 1.19157
  61 0.605 204.27 1.2949
  62 0.615 191.39 1.21301
  63 0.625 189.59 1.2024
  64 0.635 191.03 1.21323
  65 0.645 204.68 1.29589
  66 0.655 200.34 1.27374
  67 0.665 177.3 1.12396
  68 0.675 173.91 1.10115
  69 0.685 90.35 0.572544
  70 0.695 28.35 0.182449
  71 0.705 5.04 0.0322138
  72 0.715 1.32 0.00852893
  73 0.725 1.96 0.0120255
  74 0.735 1.04 0.00700567
  75 0.745 0.83 0.00532852
  76 0.755 2.03 0.0131135
  77 0.765 6.5 0.0408661
  78 0.775 2.61 0.0166088
  79 0.785 0.03 0.00020756
  80 0.795 0.16 0.00110698
  81 0.805 2.73 0.0171631
  82 0.815 3.66 0.0232007
  83 0.825 2.45 0.0156226
  84 0.835 1.01 0.00640139
  85 0.845 1.99 0.0126297
  86 0.855 2.53 0.0157793
  87 0.865 0.47 0.00325177
  88 0.875 0 0
  89 0.885 1.06 0.00667833
  90 0.895 2.96 0.0187889
  91 0.905 3.43 0.0216439
  92 0.915 2.29 0.015102
  93 0.925 6.08 0.0381673
  94 0.935 4.67 0.0293089
  95 0.945 0.51 0.00352851
  96 0.955 0 0
  97 0.965 0.06 0.000415119
  98 0.975 2.86 0.0180625
  99 0.985 1.71 0.010865
  100 0.995 3.77 0.0235995
9000 100 7049.999999999997
  1 0.005 3.67 0.0232009
  2 0.015 3.06 0.0195152
  3 0.025 3.88 0.0246021
  4 0.035 7.77 0.0486696
  5 0.045 3.22 0.0210362
  6 0.055 0.13 0.00084768
  7 0.065 0.57 0.00358142
  8 0.075 6.02 0.0380799
  9 0.085 5.41 0.0344632
  10 0.095 0 0
  11 0.105 0.2 0.00138373
  12 0.115 2.1 0.0131838
  13 0.125 0.7 0.00446359
  14 0.135 0.87 0.00546728
  15 0.145 4.22 0.0267474
  16 0.155 3.69 0.0234945
  17 0.165 3.22 0.0204152
  18 0.175 1.1 0.00712756
  19 0.185 2.93 0.0185296
  20 0.195 3.22 0.020467
  21 0.205 1.82 0.0114536
  22 0.215 3.82 0.024187
  23 0.225 2.02 0.0127683
  24 0.235 2.46 0.015295
  25 0.245 1.45 0.0094801
  26 0.255 2.15 0.0137022
  27 0.265 0.03 0.00020756
  28 0.275 0 0
  29 0.285 0.29 0.00179943
  30 0.295 11.23 0.0720562
  31 0.305 55.97 0.355241
  32 0.315 123.51 0.783735
  33 0.325 174.06 1.10507
  34 0.335 193.57 1.22747
  35 0.345 187.93 1.19409
  36 0.355 204.67 1.29741
  37 0.365 188.58 1.19343
  38 0.375 192.48 1.22236
  39 0.385 203.31 1.28876
  40 0.395 185.38 1.18006
  41 0.405 198.13 1.25606
  42 0.415 190.63 1.20644
  43 0.425 166.58 1.05738
  44 0.435 177.52 1.12221
  45 0.445 186.39 1.18528
  46 0.455 176.45 1.11989
  47 0.465 180.4 1.14683
  48 0.475 160.63 1.01913
  49 0.485 173.74 1.1019
  50 0.495 168.46 1.06342
  51 0.505 160.14 1.01619
  52 0.515 155.49 0.988401
  53 0.525 165.52 1.04852
  54 0.535 169.96 1.07692
  55 0.545 168.35 1.07136
  56 0.555 188.25 1.19363
  57 0.565 180.03 1.14275
