# Time-averaged data for fix 2
# TimeStep v_TEMPERATURE v_PRESSURE v_KE v_PE v_TOT_ENG v_ECOUPLE v_ECONSERVE
0 220 280.398 4622.58 -11995.2 -7372.57 0 -7372.57
1000 221.019 1527.23 4643.98 -7899.48 -3255.5 -4111.18 -7366.68
2000 198.467 1341.75 4170.13 -6987.72 -2817.6 -4543.89 -7361.49
3000 212.681 -145.41 4468.79 -6857.89 -2389.1 -4973.6 -7362.7
4000 226.133 294.205 4751.46 -7016.21 -2264.76 -5102.44 -7367.2
5000 225.132 -31.3228 4730.42 -6899.81 -2169.39 -5198.14 -7367.53
6000 219.5 -396.909 4612.07 -6493.37 -1881.3 -5483.66 -7364.95
7000 210.402 -161.593 4420.9 -6140.81 -1719.9 -5644.19 -7364.1
8000 215.034 36.2157 4518.23 -6035.07 -1516.84 -5848.39 -7365.22
9000 219.755 -360.417 4617.44 -5853.83 -1236.39 -6129.17 -7365.56
10000 218.958 -370.056 4600.7 -5590.3 -989.601 -6375.12 -7364.72
11000 217.475 -443.868 4569.52 -5388.52 -819.002 -6545.1 -7364.1
12000 218.772 -473.621 4596.78 -5447.59 -850.814 -6513.91 -7364.73
13000 221.971 -192.915 4663.98 -5306.55 -642.565 -6722.23 -7364.8
14000 223.358 -72.4266 4693.14 -5312.92 -619.774 -6745.01 -7364.78
15000 223.355 -146.878 4693.07 -5314.29 -621.214 -6743.21 -7364.43
16000 218.451 -229.357 4590.04 -5260.59 -670.547 -6693.51 -7364.06
17000 219.998 -124.312 4622.54 -5294.3 -671.76 -6692.71 -7364.47
18000 222.608 -30.7814 4677.37 -5487.33 -809.957 -6554.6 -7364.55
19000 221.145 -193.841 4646.64 -5440.36 -793.717 -6570.71 -7364.42
20000 219.897 -25.6314 4620.41 -5397.81 -777.397 -6587.2 -7364.6
21000 216.526 -163.167 4549.59 -5504.61 -955.021 -6409.7 -7364.72
22000 219.269 -264.605 4607.23 -5527.23 -920.006 -6444.74 -7364.75
23000 218.705 47.5724 4595.38 -5538.61 -943.231 -6421.76 -7364.99
24000 216.886 344.423 4557.14 -5492.14 -934.996 -6429.77 -7364.76
25000 219.225 -120.083 4606.29 -5453.99 -847.702 -6517.15 -7364.85
26000 221.002 -31.2535 4643.64 -5504.8 -861.155 -6503.79 -7364.95
27000 219.562 -81.3085 4613.39 -5461.28 -847.892 -6516.9 -7364.79
28000 219.85 36.5338 4619.44 -5533.01 -913.57 -6451.6 -7365.17
29000 217.066 -177.882 4560.93 -5375.64 -814.702 -6550.17 -7364.88
30000 218.025 -196.538 4581.08 -5486.55 -905.467 -6459.7 -7365.17
