# Chunk-averaged data for fix dens_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/mass
1000 100 7050.000000000001
  81 0.805 0.65 0.00406591
  82 0.815 0 0
  83 0.825 2.88 0.0182009
  84 0.835 2.49 0.0155026
  85 0.845 4.45 0.0288562
  86 0.855 8.03 0.0506237
  87 0.865 2.89 0.0182356
  88 0.875 5.81 0.0367477
  89 0.885 0.45 0.00311339
  90 0.895 0.03 0.00020756
  91 0.905 2.29 0.0144811
  92 0.915 0.68 0.00434247
  93 0.925 2.75 0.016922
  94 0.935 8.36 0.0538211
  95 0.945 6.9 0.0435128
  96 0.955 2.97 0.0188236
  97 0.965 2.43 0.0150875
  98 0.975 0.59 0.00408201
  99 0.985 1.61 0.0102249
  100 0.995 2.33 0.0147751
3000 100 7050.000000000002
  1 0.005 2.61 0.0166951
  2 0.015 2.53 0.0163141
  3 0.025 5.08 0.0316281
  4 0.035 1.27 0.00832098
  5 0.045 0.26 0.00160912
  6 0.055 3.12 0.0197751
  7 0.065 3.14 0.0198617
  8 0.075 2.3 0.014602
  9 0.085 0.18 0.00124536
  10 0.095 1.66 0.0106743
  11 0.105 2.55 0.0161764
  12 0.115 4.55 0.0285821
  13 0.125 0.24 0.00166048
  14 0.135 0 0
  15 0.145 0.25 0.00172966
  16 0.155 2.75 0.0173015
  17 0.165 1.97 0.0124224
  18 0.175 4.48 0.0291672
  19 0.185 9.17 0.0574071
  20 0.195 1.96 0.0123704
  21 0.205 0.42 0.00281959
  22 0.215 0 0
  23 0.225 0 0
  24 0.235 0 0
  25 0.245 0 0
  26 0.255 3 0.0190311
  27 0.265 2.86 0.0184247
  28 0.275 4.03 0.0254501
  29 0.285 2.11 0.0132185
  30 0.295 0 0
  31 0.305 0 0
  32 0.315 1.89 0.0123518
  33 0.325 22.66 0.143702
  34 0.335 107.43 0.681487
  35 0.345 179.21 1.13883
  36 0.355 200.27 1.27105
  37 0.365 208.43 1.31911
  38 0.375 204.82 1.30091
  39 0.385 213.42 1.35129
  40 0.395 204.99 1.30217
  41 0.405 203.72 1.2922
  42 0.415 217.94 1.38187
  43 0.425 195.42 1.24108
  44 0.435 213.83 1.35321
  45 0.445 210.34 1.33582
  46 0.455 219.6 1.39253
  47 0.465 228.06 1.4504
  48 0.475 214.79 1.35942
  49 0.485 222.9 1.41137
  50 0.495 205.67 1.30764
  51 0.505 204.49 1.29614
  52 0.515 220.81 1.39814
  53 0.525 220.03 1.39742
  54 0.535 211.53 1.34721
  55 0.545 224.45 1.42134
  56 0.555 223.21 1.41771
  57 0.565 210.1 1.33396
  58 0.575 213.44 1.35391
  59 0.585 215.23 1.36076
  60 0.595 200.55 1.27416
  61 0.605 213.98 1.35102
  62 0.615 188.05 1.20006
  63 0.625 207.14 1.31418
  64 0.635 219.34 1.39017
  65 0.645 206.81 1.31063
  66 0.655 164.45 1.04427
  67 0.665 71.58 0.453772
  68 0.675 11.39 0.072663
  69 0.685 1.42 0.0091863
  70 0.695 2.08 0.0130627
  71 0.705 1.59 0.0103107
  72 0.715 4.67 0.0293089
  73 0.725 2.77 0.0175778
  74 0.735 0.5 0.00332134
  75 0.745 0 0
  76 0.755 1.92 0.0119902
  77 0.765 1.08 0.00704093
  78 0.775 0 0
  79 0.785 1.86 0.0117648
  80 0.795 3.99 0.0252596
  81 0.805 0.74 0.00470584
  82 0.815 1.68 0.0107954
  83 0.825 2.01 0.0126474
  84 0.835 4.72 0.0299825
  85 0.845 4.54 0.0296168
  86 0.855 6.94 0.0433066
  87 0.865 3.52 0.0222321
  88 0.875 2.46 0.0151398
  89 0.885 4.05 0.0261577
  90 0.895 2.32 0.0146886
  91 0.905 0.17 0.00110718
  92 0.915 0 0
  93 0.925 1.35 0.0085985
  94 0.935 7.67 0.0486677
  95 0.945 9.36 0.0587561
  96 0.955 2.95 0.0194786
  97 0.965 2.67 0.016748
  98 0.975 1.68 0.0106574
  99 0.985 3.75 0.0237372
  100 0.995 1.08 0.00683395
4000 100 7050
  1 0.005 2.46 0.0156573
  2 0.015 1.17 0.00773261
  3 0.025 4.36 0.0267156
  4 0.035 1 0.00691865
  5 0.045 0 0
  6 0.055 0.47 0.00320002
  7 0.065 2.38 0.0147071
  8 0.075 3.53 0.0224565
  9 0.085 2.62 0.0167297
  10 0.095 1.79 0.0117289
  11 0.105 6.54 0.0408669
  12 0.115 0.67 0.00449751
  13 0.125 0 0
  14 0.135 0 0
  15 0.145 0 0
  16 0.155 1.52 0.00951594
  17 0.165 1.48 0.00951517
  18 0.175 4.87 0.0312446
  19 0.185 9.48 0.0598969
  20 0.195 0.85 0.0053979
  21 0.205 1.88 0.0118342
  22 0.215 0.92 0.00581321
  23 0.225 0 0
  24 0.235 0 0
  25 0.245 0 0
  26 0.255 4.32 0.0272668
  27 0.265 3.42 0.0217645
  28 0.275 1.26 0.00806206
  29 0.285 1.9 0.0117656
  30 0.295 1.1 0.00726555
  31 0.305 0 0
  32 0.315 9.13 0.0578203
  33 0.325 52.95 0.338193
  34 0.335 153.78 0.969498
  35 0.345 186.85 1.19036
  36 0.355 201.51 1.27584
  37 0.365 204.6 1.30337
  38 0.375 204.74 1.2967
  39 0.385 201.99 1.27745
  40 0.395 196.62 1.25073
  41 0.405 190.29 1.20873
  42 0.415 210.53 1.33214
  43 0.425 193.35 1.2284
  44 0.435 203.37 1.28841
  45 0.445 219.13 1.39136
  46 0.455 214.16 1.35653
  47 0.465 210.36 1.33213
  48 0.475 211.36 1.3458
  49 0.485 214.96 1.35737
  50 0.495 194.43 1.23912
  51 0.505 200.84 1.27543
  52 0.515 211.69 1.33678
  53 0.525 208.51 1.32318
  54 0.535 205.43 1.31032
  55 0.545 217.51 1.37591
  56 0.555 217.33 1.37832
  57 0.565 200.4 1.27224
  58 0.575 208.43 1.31861
  59 0.585 197.45 1.25656
  60 0.595 199.98 1.27005
  61 0.605 213.26 1.34606
  62 0.615 178.68 1.1395
  63 0.625 208.49 1.32061
  64 0.635 213.63 1.35733
  65 0.645 198.46 1.25791
  66 0.655 192.07 1.21542
  67 0.665 122.06 0.773927
  68 0.675 31.56 0.202036
  69 0.685 6.17 0.0399111
  70 0.695 1.72 0.0109514
  71 0.705 1.22 0.00766458
  72 0.715 2.5 0.0155718
  73 0.725 0.67 0.0046355
  74 0.735 2.71 0.0170247
  75 0.745 0.12 0.000830238
  76 0.755 0.74 0.0051198
  77 0.765 2.26 0.0139113
  78 0.775 0 0
  79 0.785 0 0
  80 0.795 2.67 0.0171792
  81 0.805 2.67 0.0165927
  82 0.815 0.66 0.00429034
  83 0.825 3.18 0.0200005
  84 0.835 5.02 0.0321961
  85 0.845 5.54 0.0358973
  86 0.855 7.07 0.0438093
  87 0.865 3.19 0.0203457
  88 0.875 2.74 0.0170425
  89 0.885 4.71 0.0303446
  90 0.895 1.55 0.00970626
  91 0.905 0 0
  92 0.915 0.19 0.00131454
  93 0.925 2.72 0.0172836
  94 0.935 8.58 0.0542738
  95 0.945 4.36 0.0281645
  96 0.955 5.39 0.0342213
  97 0.965 5.15 0.0323366
  98 0.975 3.61 0.0227168
  99 0.985 1.11 0.00712776
  100 0.995 1.9 0.0119725
5000 100 7050
  1 0.005 0.29 0.00192017
  2 0.015 0 0
  3 0.025 5.93 0.0375779
  4 0.035 0.07 0.000484306
  5 0.045 0 0
  6 0.055 0 0
  7 0.065 0.27 0.00186804
  8 0.075 2.19 0.0137202
  9 0.085 3.53 0.0223875
  10 0.095 8.14 0.051609
  11 0.105 3.87 0.0246019
  12 0.115 0 0
  13 0.125 0 0
  14 0.135 0 0
  15 0.145 0 0
  16 0.155 0 0
  17 0.165 3.35 0.0211767
  18 0.175 6.19 0.0392043
  19 0.185 4.23 0.0269546
  20 0.195 2.9 0.0183565
  21 0.205 1.33 0.00849462
  22 0.215 1.22 0.00773357
  23 0.225 1.78 0.0112975
  24 0.235 0 0
  25 0.245 0.75 0.00468879
  26 0.255 5.25 0.0333734
  27 0.265 2.75 0.0173015
  28 0.275 0.25 0.00172966
  29 0.285 0.48 0.00332095
  30 0.295 2.51 0.015641
  31 0.305 1.59 0.0105005
  32 0.315 21.86 0.137512
  33 0.325 100.83 0.641447
  34 0.335 167.22 1.06123
  35 0.345 194.22 1.22999
  36 0.355 198.42 1.25506
  37 0.365 209.01 1.32947
  38 0.375 197.46 1.25014
  39 0.385 202.03 1.28059
  40 0.395 186.13 1.18388
  41 0.405 204.55 1.29516
  42 0.415 197.43 1.25765
  43 0.425 205.14 1.29947
  44 0.435 200.94 1.2737
  45 0.445 201.39 1.28149
  46 0.455 207.1 1.31011
  47 0.465 195.72 1.23795
  48 0.475 188.04 1.19482
  49 0.485 207.52 1.31683
  50 0.495 192.31 1.2241
  51 0.505 194.66 1.23546
  52 0.515 184.18 1.16675
  53 0.525 204.51 1.2994
  54 0.535 198.07 1.25274
  55 0.545 194.98 1.24159
  56 0.555 202.95 1.28568
  57 0.565 210.89 1.33794
  58 0.575 193.36 1.22571
  59 0.585 204.65 1.2952
  60 0.595 204.74 1.29924
  61 0.605 196.04 1.24806
  62 0.615 195.8 1.23778
  63 0.625 199.34 1.26476
  64 0.635 200.43 1.27359
  65 0.645 212.38 1.34233
  66 0.655 198.86 1.26718
  67 0.665 152.77 0.966081
  68 0.675 72.27 0.458546
  69 0.685 6.35 0.0412944
  70 0.695 2.87 0.0182869
  71 0.705 0 0
  72 0.715 2.23 0.0137038
  73 0.725 0.77 0.00532736
  74 0.735 0.58 0.00382309
  75 0.745 2.42 0.015208
  76 0.755 0 0
  77 0.765 2.84 0.0179241
  78 0.775 0.16 0.00110698
  79 0.785 0 0
  80 0.795 0.03 0.00020756
  81 0.805 2.68 0.0169034
  82 0.815 2.05 0.0130103
  83 0.825 4.24 0.0269721
  84 0.835 3.55 0.0223017
  85 0.845 6.71 0.0423363
  86 0.855 6.31 0.0402415
  87 0.865 5.98 0.0379239
  88 0.875 2.45 0.0163643
  89 0.885 2 0.0121125
  90 0.895 1.84 0.0115747
  91 0.905 1.16 0.00745644
  92 0.915 2.42 0.0153288
  93 0.925 3.02 0.0192385
  94 0.935 5.56 0.035156
  95 0.945 3.46 0.0219895
  96 0.955 9.47 0.0600519
  97 0.965 3.76 0.0235476
  98 0.975 3.65 0.0234075
  99 0.985 2.09 0.0134251
  100 0.995 2.28 0.0143084
6000 100 7050
  1 0.005 0 0
  2 0.015 0 0
  3 0.025 5 0.0314713
  4 0.035 1 0.00659093
  5 0.045 0 0
  6 0.055 0 0
  7 0.065 0 0
  8 0.075 0 0
  9 0.085 5.62 0.0356746
  10 0.095 6.9 0.0443753
  11 0.105 5.26 0.0327182
  12 0.115 0.22 0.00141861
  13 0.125 0 0
  14 0.135 0 0
  15 0.145 0 0
  16 0.155 0.17 0.00117617
  17 0.165 3.29 0.020796
  18 0.175 5.57 0.0353287
  19 0.185 3.54 0.0227672
  20 0.195 2.43 0.0150875
  21 0.205 1.5 0.00968804
  22 0.215 1.32 0.00809772
  23 0.225 0.73 0.00470565
  24 0.235 2.64 0.0167301
  25 0.245 2.79 0.0177334
  26 0.255 3.44 0.0220753
  27 0.265 2.58 0.0161253
  28 0.275 0 0
  29 0.285 0 0
  30 0.295 2.41 0.0152251
  31 0.305 8.8 0.0564685
  32 0.315 43.62 0.277075
  33 0.325 137.8 0.875876
  34 0.335 176.59 1.11929
  35 0.345 201.33 1.27652
  36 0.355 197.46 1.2508
  37 0.365 201.97 1.28323
  38 0.375 201.24 1.27597
  39 0.385 208.29 1.31912
  40 0.395 180.28 1.14748
  41 0.405 216.3 1.36754
  42 0.415 187.05 1.18887
  43 0.425 193.04 1.22469
  44 0.435 195.2 1.23689
  45 0.445 194.23 1.23435
  46 0.455 191.07 1.21052
  47 0.465 197.15 1.24826
  48 0.475 184.32 1.17579
  49 0.485 177.54 1.12705
  50 0.495 184.77 1.17066
  51 0.505 183.42 1.16396
  52 0.515 177.52 1.12531
  53 0.525 181.25 1.14634
  54 0.535 186.41 1.1857
  55 0.545 191.26 1.21072
  56 0.555 192.6 1.22171
  57 0.565 200.1 1.27008
  58 0.575 193.16 1.22574
  59 0.585 205.8 1.30516
  60 0.595 201.46 1.27922
  61 0.605 200.28 1.26945
  62 0.615 199.54 1.26374
  63 0.625 188.51 1.19973
  64 0.635 204.6 1.29706
  65 0.645 203.54 1.28852
  66 0.655 210.24 1.3361
  67 0.665 181.95 1.15432
  68 0.675 102.99 0.649061
  69 0.685 24.36 0.157603
  70 0.695 2.55 0.0165042
  71 0.705 0 0
  72 0.715 0.89 0.00608861
  73 0.725 2.11 0.0129425
  74 0.735 0 0
  75 0.745 1.15 0.00742175
  76 0.755 1.85 0.0116094
  77 0.765 1.22 0.0079578
  78 0.775 1.78 0.0110733
  79 0.785 0 0
  80 0.795 0 0
  81 0.805 0.36 0.00249071
  82 0.815 3.11 0.0197922
  83 0.825 3.77 0.0236685
  84 0.835 8.65 0.0544476
  85 0.845 2.77 0.0179745
  86 0.855 7.25 0.0457274
  87 0.865 1.98 0.0130952
  88 0.875 4.32 0.0273358
  89 0.885 3.78 0.0237722
  90 0.895 0.26 0.00179885
  91 0.905 4.44 0.0277866
  92 0.915 3.31 0.0212621
  93 0.925 1.71 0.0112272
  94 0.935 4.19 0.0262467
  95 0.945 4.71 0.0299478
  96 0.955 10.72 0.067717
  97 0.965 2.77 0.0176813
  98 0.975 2.18 0.0137373
  99 0.985 4.36 0.0275781
  100 0.995 0.36 0.00249071
7000 100 7050
  1 0.005 0.65 0.00406591
  2 0.015 0.87 0.00560527
  3 0.025 2.97 0.0192375
  4 0.035 2.16 0.0132194
  5 0.045 0 0
  6 0.055 0 0
  7 0.065 0 0
  8 0.075 1.63 0.0104495
  9 0.085 4.42 0.0279587
  10 0.095 2.41 0.0157253
  11 0.105 5.87 0.0370593
  12 0.115 2.95 0.0183057
  13 0.125 0.72 0.00468821
  14 0.135 0 0
  15 0.145 0 0
  16 0.155 2.4 0.0151042
  17 0.165 0.6 0.00392696
  18 0.175 4.91 0.0311591
  19 0.185 2.95 0.0183747
  20 0.195 3.6 0.0232168
  21 0.205 0.54 0.00337386
  22 0.215 0.43 0.00271629
  23 0.225 2.31 0.0147919
  24 0.235 3.57 0.0226988
  25 0.245 2.25 0.0139456
  26 0.255 4.48 0.0280806
  27 0.265 1.96 0.0129224
  28 0.275 0 0
  29 0.285 0 0
  30 0.295 4.07 0.0257614
  31 0.305 14.47 0.0924891
  32 0.315 78.54 0.49989
  33 0.325 166.08 1.05087
  34 0.335 189.52 1.20295
  35 0.345 191.9 1.2189
  36 0.355 204.6 1.29492
  37 0.365 203.67 1.2914
  38 0.375 192.55 1.22309
  39 0.385 208.63 1.32032
  40 0.395 191.2 1.21896
  41 0.405 194.93 1.23512
  42 0.415 198.63 1.26029
  43 0.425 174.99 1.11146
  44 0.435 202.99 1.28252
  45 0.445 180.89 1.14573
  46 0.455 180.45 1.14974
  47 0.465 189.08 1.19475
  48 0.475 174.65 1.11332
  49 0.485 164.86 1.04752
  50 0.495 172.86 1.0928
  51 0.505 171.86 1.09072
  52 0.515 160.6 1.02087
  53 0.525 166.78 1.0568
  54 0.535 178.5 1.13266
  55 0.545 186.26 1.18021
  56 0.555 197.76 1.25289
  57 0.565 187.91 1.19356
  58 0.575 187.74 1.18957
  59 0.585 194.9 1.24009
  60 0.595 208.8 1.32313
  61 0.605 198.25 1.25644
  62 0.615 192.65 1.22106
  63 0.625 198.02 1.257
  64 0.635 205.86 1.30512
  65 0.645 203.82 1.29566
  66 0.655 202.52 1.2817
  67 0.665 182.03 1.15867
  68 0.675 143.66 0.909399
  69 0.685 56.98 0.361539
  70 0.695 7.41 0.0468516
  71 0.705 0.13 0.000899425
  72 0.715 0.63 0.00435875
  73 0.725 2.37 0.0146724
  74 0.735 0 0
  75 0.745 0 0
  76 0.755 1.44 0.00916943
  77 0.765 1.56 0.00986168
  78 0.775 2.91 0.0184084
  79 0.785 0.09 0.000622679
  80 0.795 0 0
  81 0.805 0 0
  82 0.815 2.49 0.0154336
  83 0.825 4.5 0.0293056
  84 0.835 10.07 0.0635131
  85 0.845 3.41 0.0214711
  86 0.855 2.86 0.01789
  87 0.865 3.67 0.0236666
  88 0.875 3 0.0190311
  89 0.885 3.35 0.0212974
  90 0.895 3.56 0.0224571
  91 0.905 3.56 0.0225778
  92 0.915 4.38 0.0277854
  93 0.925 3.06 0.0199809
  94 0.935 4.38 0.0273197
  95 0.945 4.61 0.0294285
  96 0.955 11.24 0.0706766
  97 0.965 2.04 0.0132689
  98 0.975 1.81 0.0115741
  99 0.985 0.19 0.00131454
  100 0.995 2.17 0.0137198
8000 100 7050
  1 0.005 1.72 0.0110032
  2 0.015 3.28 0.0201404
  3 0.025 1 0.00691865
  4 0.035 3 0.0190311
  5 0.045 0 0
  6 0.055 0 0
  7 0.065 1.27 0.0081485
  8 0.075 3.56 0.0222501
  9 0.085 1.17 0.00766361
  10 0.095 1.85 0.0113679
  11 0.105 2.13 0.0138053
  12 0.115 3.5 0.0223352
  13 0.125 3.76 0.0238753
  14 0.135 0.76 0.00474072
  15 0.145 1.87 0.0118685
  16 0.155 1.13 0.00716264
  17 0.165 0 0
  18 0.175 3.16 0.0201381
  19 0.185 3.09 0.0196538
  20 0.195 3.52 0.0226288
  21 0.205 2.15 0.0131503
  22 0.215 0.08 0.000553492
  23 0.225 2.64 0.0166956
  24 0.235 1.45 0.00918687
  25 0.245 1.91 0.0121797
  26 0.255 7.84 0.0492402
  27 0.265 1.16 0.00785315
  28 0.275 0 0
  29 0.285 1.43 0.00913474
  30 0.295 4.78 0.0303804
  31 0.305 29.68 0.189374
  32 0.315 120.29 0.763562
  33 0.325 185.36 1.17586
  34 0.335 186.39 1.18214
  35 0.345 194.08 1.23131
  36 0.355 205.09 1.29829
  37 0.365 202.87 1.28226
  38 0.375 185.61 1.18116
  39 0.385 197.19 1.25485
  40 0.395 205.64 1.30251
  41 0.405 184.47 1.17266
  42 0.415 195.96 1.2414
  43 0.425 193.75 1.23144
  44 0.435 174.59 1.10501
  45 0.445 183.38 1.15596
  46 0.455 160.47 1.02712
  47 0.465 181.9 1.15186
  48 0.475 168.57 1.07
  49 0.485 159.25 1.01105
  50 0.495 152.24 0.963587
  51 0.505 159.16 1.0086
  52 0.515 151.94 0.967289
  53 0.525 164.45 1.04268
  54 0.535 167.65 1.0626
  55 0.545 181.65 1.15045
  56 0.555 180.68 1.15044
  57 0.565 196.68 1.24387
  58 0.575 184.2 1.17017
  59 0.585 193.69 1.23015
  60 0.595 201.01 1.27345
  61 0.605 199.76 1.26559
  62 0.615 193.31 1.22749
  63 0.625 202.18 1.2814
  64 0.635 193.64 1.22979
  65 0.645 191.88 1.21635
  66 0.655 196.01 1.24427
  67 0.665 194.47 1.2323
  68 0.675 176.67 1.11905
  69 0.685 86.28 0.551112
  70 0.695 21.79 0.137718
  71 0.705 1.91 0.0120072
  72 0.715 0 0
  73 0.725 2.82 0.0177858
  74 0.735 0.18 0.00124536
  75 0.745 0 0
  76 0.755 0 0
  77 0.765 1.53 0.00958513
  78 0.775 3.05 0.0192391
  79 0.785 1.42 0.00923804
  80 0.795 0 0
  81 0.805 0 0
  82 0.815 2.98 0.0186513
  83 0.825 10.17 0.0644637
  84 0.835 4.85 0.0310717
  85 0.845 0.18 0.00124536
  86 0.855 4.12 0.0256761
  87 0.865 2.44 0.0159156
  88 0.875 4.22 0.0266612
  89 0.885 4.71 0.0298099
  90 0.895 3.78 0.0240827
  91 0.905 2.04 0.0131826
  92 0.915 3.04 0.0191871
  93 0.925 8.98 0.0565755
  94 0.935 2.86 0.0185455
  95 0.945 4.98 0.0313847
  96 0.955 9.57 0.0607093
  97 0.965 3.08 0.0195846
  98 0.975 0 0
  99 0.985 0 0
  100 0.995 0 0
9000 100 7049.999999999998
  1 0.005 0 0
  2 0.015 3.56 0.0224571
  3 0.025 2.2 0.0139619
  4 0.035 2.34 0.0144476
  5 0.045 0.9 0.00622679
  6 0.055 0.61 0.00377192
  7 0.065 2.88 0.0185458
  8 0.075 2.51 0.0157445
  9 0.085 0 0
  10 0.095 2.23 0.0137038
  11 0.105 0.77 0.00532736
  12 0.115 0.77 0.00498239
  13 0.125 2.79 0.0174057
  14 0.135 4.97 0.0315225
  15 0.145 3.47 0.0222139
  16 0.155 0 0
  17 0.165 0 0
  18 0.175 3 0.0190311
  19 0.185 0.72 0.00487794
  20 0.195 4.5 0.0280292
  21 0.205 2.66 0.0166443
  22 0.215 3.25 0.020985
  23 0.225 0.87 0.00558802
  24 0.235 0 0
  25 0.245 1.36 0.0090644
  26 0.255 6.2 0.0382903
  27 0.265 3.36 0.022022
  28 0.275 1.08 0.00674771
  29 0.285 3.52 0.0226288
  30 0.295 11.31 0.071937
  31 0.305 57.18 0.366148
  32 0.315 145.52 0.92056
  33 0.325 191.44 1.20948
  34 0.335 194.83 1.24149
  35 0.345 201.61 1.27489
  36 0.355 202.1 1.28777
  37 0.365 195.74 1.23721
  38 0.375 187.84 1.19261
  39 0.385 184.05 1.17327
  40 0.395 196.86 1.24337
  41 0.405 185.3 1.17812
  42 0.415 188.13 1.19103
  43 0.425 197.67 1.25522
  44 0.435 163.65 1.03675
  45 0.445 180.64 1.14184
  46 0.455 160.77 1.02579
  47 0.465 172.95 1.09675
  48 0.475 153.4 0.970267
  49 0.485 151.63 0.963126
  50 0.495 135.78 0.861193
  51 0.505 153.14 0.971452
  52 0.515 152.06 0.962324
  53 0.525 148.15 0.94312
  54 0.535 169.53 1.07417
  55 0.545 172.58 1.0971
  56 0.555 190.58 1.20698
  57 0.565 172.58 1.09289
  58 0.575 181.58 1.15456
  59 0.585 193.24 1.22093
  60 0.595 195.4 1.24324
  61 0.605 195.35 1.24015
  62 0.615 201.96 1.28104
  63 0.625 190.38 1.20195
  64 0.635 195.86 1.24584
  65 0.645 188.94 1.20015
  66 0.655 198.07 1.25624
  67 0.665 197.72 1.25358
  68 0.675 181.73 1.15423
  69 0.685 126.72 0.801718
  70 0.695 37.07 0.238157
