# Time-averaged data for fix 2
# TimeStep v_TEMPERATURE v_PRESSURE v_KE v_PE v_TOT_ENG v_ECOUPLE v_ECONSERVE
0 220 276.414 4622.58 -11997.8 -7375.22 0 -7375.22
1000 219.677 1482.44 4615.8 -7917.16 -3301.36 -4068.06 -7369.43
2000 199.759 1278.79 4197.28 -6965.28 -2768 -4596.79 -7364.79
3000 214.309 -350.031 4503.01 -6826.5 -2323.49 -5042.33 -7365.82
4000 225.365 23.934 4735.3 -6941 -2205.7 -5163.84 -7369.53
5000 221.433 190.841 4652.69 -6767.4 -2114.7 -5255.1 -7369.81
6000 216.28 -264.572 4544.42 -6328.93 -1784.52 -5582.66 -7367.18
7000 213.314 -367.675 4482.1 -6119.65 -1637.55 -5729.25 -7366.79
8000 214.907 -315.606 4515.57 -5996.72 -1481.16 -5886.75 -7367.91
9000 221.86 -81.3718 4661.67 -5930.3 -1268.63 -6099.77 -7368.4
10000 219.487 28.6807 4611.81 -5646.94 -1035.13 -6332.02 -7367.15
11000 217.595 -93.8076 4572.06 -5372.57 -800.513 -6565.74 -7366.25
12000 220.103 -176.606 4624.75 -5439.25 -814.494 -6552.37 -7366.87
13000 225.532 -305.887 4738.82 -5353.74 -614.915 -6752.27 -7367.19
14000 222.594 -386.009 4677.09 -5270.76 -593.664 -6773.07 -7366.74
15000 221.962 -178.248 4663.8 -5257.32 -593.525 -6772.85 -7366.37
16000 218.632 131.453 4593.83 -5179.58 -585.748 -6780.58 -7366.33
17000 219.074 3.24061 4603.12 -5239.33 -636.207 -6730.48 -7366.68
18000 221.279 -8.89896 4649.44 -5359.72 -710.273 -6656.31 -7366.58
19000 217.565 -125.861 4571.42 -5347.09 -775.662 -6590.86 -7366.52
20000 221.306 99.2093 4650.03 -5505.26 -855.229 -6511.46 -7366.69
21000 219.689 232.326 4616.05 -5610.61 -994.564 -6372.38 -7366.94
22000 218.65 56.9565 4594.21 -5619.92 -1025.72 -6341.2 -7366.92
23000 218.594 16.389 4593.05 -5629.43 -1036.39 -6330.47 -7366.86
24000 216.984 83.6504 4559.21 -5561.45 -1002.24 -6364.86 -7367.1
25000 220.983 -5.53418 4643.24 -5642.93 -999.693 -6367.34 -7367.03
26000 220.156 -245.024 4625.86 -5589.76 -963.901 -6402.89 -7366.79
27000 218.932 117.263 4600.13 -5587.74 -987.607 -6379.34 -7366.95
28000 220.553 81.8357 4634.19 -5618.17 -983.981 -6383.03 -7367.01
29000 218.51 -213.216 4591.28 -5499.1 -907.821 -6459.06 -7366.88
30000 218.691 -282.281 4595.07 -5516.78 -921.703 -6445.48 -7367.18
31000 222.224 28.2069 4669.31 -5413.84 -744.521 -6622.17 -7366.7
32000 217.169 -192.516 4563.09 -5447.5 -884.411 -6482.39 -7366.8
33000 217.474 -281.03 4569.5 -5497.53 -928.026 -6438.96 -7366.98
34000 225.556 138.815 4739.32 -5499.1 -759.773 -6607.07 -7366.85
35000 219.352 11.5626 4608.96 -5514.19 -905.229 -6461.8 -7367.03
36000 215.058 90.0261 4518.75 -5495.44 -976.695 -6390.17 -7366.87
37000 219.664 55.2766 4615.53 -5563.62 -948.096 -6419.12 -7367.21
38000 221.166 -162.35 4647.08 -5481.69 -834.604 -6532.6 -7367.2
39000 221.807 31.428 4660.55 -5524.69 -864.14 -6503.26 -7367.4
40000 218.629 -62.3069 4593.78 -5493.24 -899.458 -6467.84 -7367.3
41000 222.693 106.739 4679.17 -5514.04 -834.87 -6532.2 -7367.07
42000 222.977 -149.597 4685.12 -5512.46 -827.342 -6539.6 -7366.94
43000 222.934 158.874 4684.23 -5357.29 -673.052 -6693.96 -7367.01
44000 221.129 202.942 4646.3 -5396.27 -749.964 -6617.06 -7367.03
45000 220.515 101.17 4633.39 -5390.54 -757.151 -6609.59 -7366.74
46000 221.615 -102.35 4656.52 -5370.39 -713.875 -6652.82 -7366.69
47000 220.658 -415.477 4636.41 -5330.89 -694.483 -6672.21 -7366.7
48000 222.953 47.614 4684.62 -5437.41 -752.789 -6614.32 -7367.11
49000 221.395 -4.52017 4651.89 -5428.36 -776.468 -6590.44 -7366.91
50000 219.991 106.099 4622.39 -5369.72 -747.329 -6619.48 -7366.81
51000 217.251 -9.9062 4564.82 -5450.96 -886.143 -6481.1 -7367.24
52000 219.314 -188.709 4608.16 -5473.24 -865.086 -6502.3 -7367.38
53000 218.782 -154.753 4596.99 -5512.63 -915.641 -6451.66 -7367.3
54000 221.281 73.5193 4649.5 -5463.09 -813.587 -6553.27 -7366.86
55000 214.232 33.4053 4501.38 -5534.27 -1032.89 -6334.16 -7367.05
56000 218.332 13.6455 4587.54 -5544.54 -957 -6410.05 -7367.05
57000 221.735 -38.6994 4659.03 -5486.32 -827.29 -6539.81 -7367.1
58000 222.592 6.745 4677.04 -5527.63 -850.593 -6516.6 -7367.19
59000 218.269 -218.844 4586.22 -5543.67 -957.452 -6409.6 -7367.05
60000 214.905 9.58207 4515.53 -5502.15 -986.623 -6380.39 -7367.02
61000 219.728 107.289 4616.86 -5498.2 -881.33 -6485.68 -7367.01
62000 218.775 -302.954 4596.85 -5483.59 -886.739 -6480.38 -7367.12
63000 216.747 -147.03 4554.23 -5418.59 -864.363 -6502.42 -7366.78
64000 223.463 128.571 4695.34 -5356.93 -661.591 -6705.14 -7366.73
65000 221.236 -32.6561 4648.56 -5428.26 -779.7 -6586.86 -7366.56
66000 215.247 -88.0136 4522.72 -5417.76 -895.041 -6471.63 -7366.67
67000 218.762 -48.8641 4596.58 -5552.03 -955.45 -6411.62 -7367.07
68000 217.581 -246.882 4571.75 -5410.49 -838.745 -6528.16 -7366.9
69000 220.295 -104.868 4628.79 -5385.84 -757.057 -6609.53 -7366.58
70000 221.398 112.016 4651.96 -5406.7 -754.737 -6611.89 -7366.63
71000 223.15 -102.749 4688.76 -5481.25 -792.483 -6574.36 -7366.84
72000 219.053 85.0993 4602.68 -5495.27 -892.592 -6474.33 -7366.92
73000 219.977 45.5398 4622.1 -5534.21 -912.11 -6454.71 -7366.82
74000 223.61 -88.8946 4698.42 -5466.26 -767.835 -6599.22 -7367.06
75000 216.242 23.1131 4543.62 -5483.84 -940.222 -6426.77 -7367
76000 218.365 133.535 4588.22 -5566.97 -978.747 -6388.19 -7366.94
77000 216.653 -298.875 4552.26 -5552.36 -1000.1 -6366.89 -7366.98
78000 220.54 102.908 4633.94 -5582.61 -948.672 -6418.43 -7367.11
79000 220.099 236.448 4624.66 -5604.25 -979.59 -6387.32 -7366.91
80000 219.358 17.0069 4609.1 -5576.74 -967.643 -6399.48 -7367.12
81000 218.799 43.2752 4597.34 -5558.77 -961.432 -6405.78 -7367.21
82000 222.309 361.79 4671.09 -5539.04 -867.944 -6498.93 -7366.87
83000 219.263 -125.289 4607.1 -5571.14 -964.035 -6402.82 -7366.86
84000 219.202 -174.178 4605.8 -5565.14 -959.336 -6407.52 -7366.86
85000 220.845 13.8616 4640.33 -5579.79 -939.456 -6427.55 -7367
86000 217.643 -216.027 4573.05 -5610.56 -1037.51 -6329.22 -7366.73
87000 222.633 -63.426 4677.9 -5612.64 -934.739 -6432.02 -7366.75
88000 220.222 105.099 4627.25 -5601.84 -974.594 -6392.42 -7367.02
89000 220.351 -9.84538 4629.95 -5707.16 -1077.21 -6289.87 -7367.08
90000 219.138 -345.68 4604.46 -5689.36 -1084.9 -6281.95 -7366.85
91000 220.461 -146.027 4632.27 -5721.88 -1089.61 -6277.29 -7366.9
92000 220.828 284.453 4639.97 -5649.13 -1009.16 -6357.39 -7366.55
93000 218.896 449.091 4599.39 -5670.25 -1070.86 -6295.86 -7366.73
94000 220.003 -69.4245 4622.64 -5712.52 -1089.88 -6276.96 -7366.84
95000 218.641 -261.718 4594.02 -5731.08 -1137.06 -6229.49 -7366.55
96000 219.147 228.178 4604.66 -5833.89 -1229.23 -6137.59 -7366.82
97000 221.58 348.172 4655.78 -5766.52 -1110.74 -6255.97 -7366.71
98000 222.275 112.228 4670.37 -5772.24 -1101.87 -6265.18 -7367.05
99000 220.448 36.0658 4631.99 -5907 -1275.01 -6092.16 -7367.17
100000 217.064 208.8 4560.89 -5839.03 -1278.14 -6088.74 -7366.88
101000 221.535 224.603 4654.83 -5881.01 -1226.18 -6140.88 -7367.05
102000 220.013 109.374 4622.84 -5892.71 -1269.87 -6097.4 -7367.26
103000 221.561 -116.417 4655.37 -5815.88 -1160.51 -6206.48 -7366.99
104000 220.565 -117.197 4634.46 -5836.81 -1202.35 -6164.72 -7367.08
105000 218.282 161.983 4586.48 -5779.71 -1193.23 -6173.63 -7366.85
106000 222.081 231.151 4666.3 -5937.45 -1271.15 -6095.79 -7366.95
107000 219.441 -10.2365 4610.83 -5827.23 -1216.4 -6150.68 -7367.08
108000 223.025 -45.8717 4686.14 -5855.19 -1169.05 -6197.96 -7367
109000 220.889 -172.75 4641.26 -5846.36 -1205.1 -6161.71 -7366.81
110000 218.131 -9.20712 4583.31 -5728.37 -1145.06 -6221.48 -7366.54
111000 219.496 150.088 4611.98 -5688.71 -1076.72 -6289.91 -7366.63
112000 220.129 -24.044 4625.29 -5742.64 -1117.35 -6249.36 -7366.71
113000 216.565 -94.3395 4550.4 -5733.51 -1183.11 -6183.58 -7366.69
114000 225.684 51.251 4742 -5629.26 -887.261 -6479.46 -7366.72
115000 219.98 97.7118 4622.16 -5565.98 -943.828 -6422.77 -7366.6
116000 221.586 -244.412 4655.9 -5596.25 -940.354 -6426.38 -7366.73
117000 222.124 -145.368 4667.21 -5521.16 -853.944 -6512.6 -7366.55
118000 219.24 -123.262 4606.61 -5545.94 -939.331 -6427.1 -7366.43
119000 219.135 -405.669 4604.4 -5504.06 -899.658 -6466.85 -7366.51
120000 222.363 -26.8262 4672.24 -5478.25 -806.008 -6560.46 -7366.47
121000 220.196 124.508 4626.7 -5458.42 -831.715 -6534.96 -7366.68
122000 220.343 -171.642 4629.78 -5536 -906.222 -6460.18 -7366.41
123000 223.325 -32.576 4692.45 -5414.21 -721.759 -6644.29 -7366.05
124000 218.491 161.186 4590.87 -5454 -863.13 -6503.09 -7366.22
125000 217.894 -153.109 4578.34 -5476.56 -898.217 -6467.86 -7366.08
126000 217.667 70.8883 4573.56 -5497.78 -924.22 -6441.72 -7365.94
127000 217.669 359.001 4573.61 -5534.51 -960.903 -6405.1 -7366
128000 220.121 -483.525 4625.13 -5488.01 -862.88 -6503.04 -7365.92
129000 219.284 -213.893 4607.53 -5548.01 -940.483 -6425.43 -7365.91
130000 222.158 363.157 4667.93 -5450.38 -782.45 -6583.75 -7366.2
131000 224.728 21.7903 4721.92 -5500.9 -778.975 -6587.12 -7366.09
132000 219.068 -230.747 4603 -5543.09 -940.091 -6426.03 -7366.12
133000 219.444 -28.2085 4610.91 -5634.71 -1023.81 -6342.63 -7366.44
134000 215.427 -105.243 4526.49 -5653.17 -1126.68 -6239.64 -7366.32
135000 217.066 132.925 4560.93 -5618.23 -1057.3 -6308.88 -7366.17
