# Time-averaged data for fix 1
# TimeStep c_pTensor[1] c_pTensor[2] c_pTensor[3]
146000 -59.1059 -69.1314 -23.0884
147000 -65.3246 2.51317 24.4309
148000 -53.7919 -30.3251 -14.3422
149000 -69.1915 -57.6887 -11.3017
150000 -93.1663 -3.86223 -3.19501
151000 -47.4321 -36.4228 20.9042
152000 -46.5599 -51.6011 6.4699
153000 -10.2417 -24.0344 9.99844
154000 -18.5456 -59.2281 -15.5171
155000 -0.999758 -2.87933 -11.0047
156000 -16.5844 -21.2583 32.5101
157000 -17.8529 2.35587 23.629
158000 6.2583 -24.2269 14.6238
159000 -47.0627 -54.4103 -7.98162
160000 -29.3827 -56.3222 17.7463
161000 -29.7926 -40.8294 -8.45849
162000 -20.4995 -37.16 -1.33911
163000 -7.82771 -11.2292 37.329
164000 -16.7381 -38.5 -14.5777
165000 -44.5461 -52.2724 -1.14469
166000 -39.7639 -51.9073 -20.7381
167000 -62.2446 -12.6982 -5.84447
168000 -24.3016 -33.4644 -8.27842
169000 -9.60375 -61.9863 1.14421
170000 -22.7507 -23.6515 -17.1253
171000 -3.65586 -5.19595 23.8611
172000 -23.9958 -42.5853 13.8512
173000 -1.41664 -24.956 24.7825
174000 -12.1211 -49.8634 30.8733
175000 -26.2748 -35.4354 -29.7222
176000 -45.4341 -8.03181 -3.95186
177000 -4.50051 -13.2166 10.4482
178000 -46.8741 -22.044 18.3574
179000 -4.31242 -9.5252 20.4204
180000 -24.7043 0.265793 59.3454
181000 -27.7923 25.9575 0.0372394
182000 -22.5577 -17.6883 21.946
183000 -24.7527 -39.9762 -24.9166
184000 -5.17086 -22.9908 -16.3519
185000 -48.0263 -48.11 -39.6858
186000 -43.5568 -30.8843 -5.95436
187000 -31.7972 -40.2374 -29.2196
188000 -21.0554 -34.9764 19.5133
189000 -27.0417 -7.31553 14.2022
190000 -46.0307 -25.4674 -22.242
191000 -28.7761 -36.5258 -20.2704
192000 -17.5151 1.98644 28.5871
193000 -9.13639 -14.8928 56.142
194000 -28.4004 -16.043 1.61717
195000 -41.2728 -31.3433 -25.2028
196000 -14.0577 -29.5162 20.4122
197000 -56.0589 -36.4681 -0.334835
198000 -58.5478 -36.9368 -3.45265
199000 -60.6687 -15.6072 12.2734
200000 -32.1241 -45.8252 8.45932
