# Time-averaged data for fix 1
# TimeStep c_pTensor[1] c_pTensor[2] c_pTensor[3]
1000 891.723 962.274 1022.9
2000 699.514 719.364 720.173
3000 310.454 339.367 315.829
4000 160.151 197.266 186.133
5000 39.9408 82.3347 71.9437
6000 -53.4627 5.44836 37.7827
7000 -106.986 -64.8598 -61.0189
8000 -145.927 -110.661 -56.5357
9000 -180.434 -151.898 -113.506
10000 -201.523 -212.29 -147.781
11000 -221.597 -222.621 -198.035
12000 -199.118 -196.234 -172.334
13000 -249.676 -243.657 -232.655
14000 -195.065 -211 -211.767
15000 -187.441 -207.533 -161.368
16000 -200.431 -214.549 -193.178
17000 -157.472 -211.94 -169.482
18000 -201.817 -186.744 -188.512
19000 -177.04 -167.962 -178.835
20000 -127.891 -176.716 -138.727
21000 -197.308 -157.546 -119.78
22000 -159.291 -140.422 -134.313
23000 -115.835 -110.606 -99.273
24000 -113.628 -64.4951 -55.7031
25000 -103.701 -62.993 -72.5795
26000 -87.7411 -15.1129 -37.3072
27000 -28.203 -27.235 -15.2419
28000 -8.02592 10.9239 20.0969
29000 31.5034 15.4082 42.0836
30000 -19.3784 -13.7164 42.6713
31000 -23.1981 -23.5504 42.4303
32000 -18.5256 8.72064 19.1324
33000 -17.9275 7.84797 12.5541
34000 -20.2139 -1.38353 -25.7706
35000 -3.32032 -20.4939 6.48413
36000 -42.4254 -31.3726 -34.7343
37000 -71.5893 -63.5693 -89.8897
38000 -23.1248 -22.4876 -24.6765
39000 26.1391 -4.41143 -13.2442
40000 -32.7044 -14.3536 -35.3524
41000 -44.2418 -46.3523 2.82539
42000 -43.9327 -72.5238 -37.2405
43000 -39.3006 -46.8564 -30.4108
44000 -59.9363 -17.5975 -57.5656
45000 -54.0915 -38.6945 -15.7318
46000 -69.2175 -42.8136 2.34673
47000 -67.5587 -12.9951 -77.6928
48000 -41.3247 -49.8734 -37.1996
49000 -48.5172 -35.5247 -32.8391
50000 -55.668 -26.7659 -8.77797
51000 -54.6324 -33.9034 2.80303
52000 -22.7023 -42.6485 -13.5337
53000 -18.989 7.51373 28.2559
54000 0.959134 -4.93816 32.0696
55000 -37.0022 -46.1657 -3.0129
56000 -82.8307 -24.55 -11.4724
57000 -28.9467 -47.0622 -12.9797
58000 -50.7735 -46.7697 -15.8569
59000 -4.20153 -31.4068 -8.24079
60000 -28.3243 -35.8117 18.6342
61000 -46.9955 -9.34299 12.5059
62000 -2.83687 -10.7405 38.0153
63000 40.1804 -3.20083 45.2742
64000 20.9032 32.8559 66.7144
65000 11.9641 51.4708 80.2573
66000 62.1426 64.3276 92.2356
67000 74.0648 82.7028 96.9081
68000 134.737 150.692 145.732
69000 139.093 130.906 146.075
70000 158.002 148.721 152.393
71000 116.496 110.724 151.726
72000 66.4596 98.1092 90.8276
73000 127.776 95.8916 98.3575
74000 104.84 60.7448 126.232
75000 49.8255 88.2868 84.9077
76000 93.4582 49.783 78.0492
77000 71.0565 26.3397 63.6167
78000 72.8267 50.3151 43.932
79000 37.8431 25.0009 22.9773
80000 8.10493 -3.54896 17.2288
81000 -19.6627 -44.508 -5.86898
82000 -44.0542 -7.61982 -30.2581
83000 -49.825 -23.1905 -17.5104
84000 -78.6643 -66.8839 -21.8824
85000 -57.8161 -47.5362 -42.2213
86000 -97.3519 -102.507 -57.073
87000 -83.2919 -104.211 -84.709
88000 -77.4111 -127.183 -81.5541
89000 -100.011 -91.9732 -70.1567
90000 -79.2491 -105.613 -102.031
91000 -109.012 -121.419 -62.4307
92000 -94.0893 -121.292 -32.4863
93000 -66.8197 -70.6847 -66.7098
94000 -82.6627 -73.5685 -68.6674
95000 -91.734 -55.6126 -71.4904
96000 -71.9705 -64.2065 -72.2458
97000 -76.42 -76.0719 -45.9527
98000 -61.6491 -71.5267 -33.7954
99000 -64.8884 -114.305 -79.0523
100000 -41.8545 -63.7567 -57.6944
101000 -33.9747 -28.564 -41.0323
102000 -37.9071 3.65624 13.6991
103000 1.97123 -30.6293 35.2215
104000 11.6104 -25.0414 66.6105
105000 22.8632 26.1473 61.0556
106000 31.1003 3.35787 34.9246
107000 7.79158 -5.00246 12.0739
108000 1.47563 -24.5205 -10.4664
109000 -1.29972 27.3538 33.0541
110000 32.3707 25.7251 52.0132
111000 -10.8119 58.0404 56.7243
112000 43.5291 62.2564 58.0251
113000 36.9247 51.7031 62.2453
114000 61.0477 91.4814 79.2494
115000 78.7858 69.5404 100.485
116000 37.7441 77.599 80.1405
117000 37.856 52.8891 59.1144
118000 -2.20207 52.7586 60.9952
119000 51.6256 58.5303 34.1416
120000 46.6541 52.0508 35.7439
121000 18.4385 5.17655 14.9503
122000 28.746 -15.3984 -15.5494
123000 -6.64489 -17.838 34.0982
124000 -3.80782 -38.2695 -15.5791
125000 -31.7272 -43.5507 -18.8285
126000 -9.58377 -8.66931 -13.2822
127000 -44.8986 -1.18264 -26.0933
128000 -57.4756 -45.1251 -26.8805
129000 -26.3556 -42.6653 -35.2587
130000 -54.9284 -32.3704 -11.3477
131000 -12.537 11.9312 -7.63648
132000 -30.8039 -30.0718 -26.4897
133000 -48.8259 -16.5625 -28.8737
134000 -61.7203 -32.4456 -47.8553
135000 -80.1631 -70.8916 -44.2731
136000 -51.7969 -59.9758 -37.4683
137000 -57.5666 -59.0119 -18.8014
138000 -19.0964 -58.986 -7.52716
139000 -40.3231 -52.4215 -46.2269
140000 -24.284 -3.63755 -42.2802
141000 0.599431 -65.752 -4.26707
142000 -3.39257 -64.5284 -54.7465
143000 -41.5022 -30.8913 -31.7498
144000 -61.5756 -18.9001 -20.3703
145000 -36.8333 -12.9387 -2.60979
146000 -31.3499 -80.2438 -52.221
147000 -0.121252 -32.912 -1.67392
148000 3.62981 40.7607 1.21056
149000 -0.70109 18.9734 25.8808
150000 14.649 31.6403 56.2531
151000 40.7534 36.5925 78.5223
152000 45.9311 24.2525 39.7516
153000 55.1503 54.2009 46.3815
154000 2.15712 26.7928 46.6851
155000 11.4638 35.208 26.4459
156000 83.9775 43.0724 52.8712
157000 45.1495 39.759 37.368
158000 45.2936 31.1801 46.4153
159000 10.2901 15.4241 23.5889
160000 35.6158 16.0633 0.58683
161000 48.2043 1.54855 25.1674
162000 -42.7425 7.37067 -3.39049
163000 5.47026 23.3672 30.9646
164000 24.7375 -18.6702 -14.1775
165000 -9.51603 43.975 -15.1697
166000 -41.8333 3.054 -16.7897
167000 -21.6972 -41.1325 -29.0453
168000 -4.70292 -8.90255 12.6737
169000 0.29616 12.0159 14.6559
170000 -17.1839 -25.7172 -13.2616
171000 -25.6938 -33.6235 -14.2096
172000 -57.944 -32.3338 -7.52535
173000 -2.18905 -38.0779 5.67595
174000 -17.3426 -2.81907 14.1907
175000 -16.7199 2.47642 -18.6108
176000 -30.7701 -19.1673 -26.0188
177000 -32.0598 -39.9815 -14.949
178000 -46.3116 -22.298 -15.4049
179000 -19.5238 -7.80156 -0.389553
180000 20.8378 11.6874 0.690014
181000 -26.8072 -21.2998 0.935673
182000 -23.7598 -30.0474 -38.3992
183000 -17.8345 -36.0422 -43.3911
184000 -31.6751 -8.45666 -61.7985
185000 -10.3099 -28.7763 -32.6093
186000 -39.5784 -37.4925 -8.26561
187000 -27.9956 -11.619 -12.6656
188000 -24.571 -0.0870659 43.0169
189000 -9.51885 -45.3225 46.7483
190000 -2.40567 -3.79076 31.838
191000 4.68074 5.26879 -6.49449
192000 -29.5753 -20.4359 -0.616415
193000 15.7758 39.6199 31.1796
194000 19.4816 -15.6744 55.0468
195000 -45.8831 -6.4889 1.71993
196000 3.3501 -59.7799 16.9137
197000 -15.6757 -5.53975 12.5346
198000 -19.4306 -16.8822 19.0495
199000 -10.6938 -9.2967 -4.01226
200000 -24.7112 -15.7194 -8.69567
