# Time-averaged data for fix 2
# TimeStep v_TEMPERATURE v_PRESSURE v_KE v_PE v_TOT_ENG v_ECOUPLE v_ECONSERVE
69000 221.362 166.899 4651.2 -5894.81 -1243.61 -5851.55 -7095.16
70000 223.219 53.9397 4690.22 -5868.94 -1178.72 -5916.33 -7095.05
71000 223.522 209.294 4696.58 -5880.98 -1184.41 -5910.81 -7095.22
72000 217.941 283.937 4579.32 -5861.38 -1282.05 -5813.31 -7095.36
73000 216.806 276.124 4555.46 -5810.87 -1255.41 -5839.59 -7095
74000 223.317 16.7218 4692.27 -5842.09 -1149.82 -5945.24 -7095.06
75000 217.373 137.97 4567.38 -5857.65 -1290.27 -5805.01 -7095.28
76000 217.076 155.559 4561.14 -5784.93 -1223.79 -5871.53 -7095.32
77000 215.88 -113.002 4536.01 -5789.99 -1253.97 -5841.21 -7095.19
78000 216.499 286.61 4549.02 -5685.87 -1136.85 -5958.08 -7094.92
79000 218.121 -5.7661 4583.09 -5682.52 -1099.43 -5995.79 -7095.21
80000 216.762 -308.057 4554.54 -5595.61 -1041.07 -6053.86 -7094.93
81000 218.194 71.3552 4584.62 -5606.51 -1021.88 -6072.75 -7094.64
82000 220.877 -178.161 4641.01 -5501.95 -860.94 -6233.54 -7094.48
83000 219.42 33.1175 4610.39 -5503.89 -893.499 -6201.23 -7094.73
84000 217.169 167.162 4563.1 -5463.49 -900.392 -6194.1 -7094.49
85000 218.459 -325.868 4590.2 -5405.65 -815.448 -6279.01 -7094.46
86000 215.564 -231.481 4529.37 -5324.63 -795.259 -6298.85 -7094.11
87000 222.06 130.924 4665.86 -5311.17 -645.308 -6448.83 -7094.14
88000 221.946 -187.841 4663.47 -5295.81 -632.336 -6461.94 -7094.28
89000 219.494 -273.448 4611.96 -5337.19 -725.238 -6369.08 -7094.32
90000 216.061 203.093 4539.82 -5245.65 -705.831 -6388.46 -7094.29
91000 219.833 2.64092 4619.08 -5280.63 -661.55 -6432.46 -7094.01
92000 220.964 -120.155 4642.84 -5255.25 -612.412 -6481.92 -7094.33
93000 219.639 -42.1858 4615 -5277.67 -662.671 -6431.68 -7094.35
94000 219.019 -11.9673 4601.97 -5304.67 -702.699 -6391.97 -7094.67
95000 216.128 192.738 4541.22 -5272.43 -731.204 -6363.38 -7094.59
96000 218.78 -219.109 4596.95 -5339.41 -742.46 -6352.19 -7094.65
97000 221.152 -141.33 4646.79 -5316.7 -669.903 -6424.61 -7094.51
98000 223.505 -42.7064 4696.23 -5364.79 -668.563 -6426.23 -7094.8
99000 219.898 -297.823 4620.44 -5378.35 -757.911 -6336.91 -7094.82
100000 218.961 173.522 4600.75 -5427.55 -826.798 -6268.04 -7094.84
101000 221.365 -4.18686 4651.27 -5448.38 -797.107 -6297.71 -7094.82
102000 219.44 -30.8663 4610.81 -5454.42 -843.612 -6251.18 -7094.79
103000 222.693 6.63255 4679.17 -5391.66 -712.488 -6382.14 -7094.63
104000 219.81 71.4333 4618.58 -5461.63 -843.05 -6251.92 -7094.97
105000 220.26 14.1279 4628.05 -5476.87 -848.815 -6246.09 -7094.9
106000 220.456 -90.2232 4632.17 -5589.41 -957.236 -6137.65 -7094.88
107000 220.92 -239.899 4641.9 -5621.77 -979.865 -6114.67 -7094.54
108000 222.223 -83.4159 4669.29 -5671.19 -1001.9 -6092.61 -7094.51
109000 220.085 193.178 4624.36 -5699.78 -1075.42 -6019.54 -7094.96
110000 220.678 -41.8103 4636.83 -5729.11 -1092.28 -6002.69 -7094.97
111000 220.247 -83.4495 4627.77 -5649.02 -1021.24 -6073.69 -7094.94
112000 218.94 49.1125 4600.31 -5670.05 -1069.74 -6025.1 -7094.85
113000 215.866 172.496 4535.71 -5747.12 -1211.41 -5883.86 -7095.27
114000 225.545 101.674 4739.09 -5641.41 -902.323 -6192.56 -7094.88
115000 220.138 -234.029 4625.48 -5654.18 -1028.7 -6066.45 -7095.15
116000 222.637 165.592 4677.99 -5678.76 -1000.77 -6094.37 -7095.14
117000 220.718 226.06 4637.66 -5543.61 -905.943 -6189.38 -7095.32
118000 218.928 117.452 4600.07 -5632.12 -1032.06 -6063.33 -7095.38
119000 221.563 168.492 4655.42 -5653.89 -998.471 -6096.9 -7095.37
120000 224.043 -67.099 4707.54 -5598.25 -890.718 -6204.14 -7094.86
121000 220.378 134.789 4630.51 -5542.84 -912.325 -6182.78 -7095.1
122000 218.545 58.9663 4592.02 -5567.37 -975.355 -6119.4 -7094.75
123000 223.839 155.93 4703.25 -5515.61 -812.358 -6282.63 -7094.99
124000 221.955 -81.4031 4663.65 -5552.2 -888.552 -6206.33 -7094.88
125000 216.779 -147.331 4554.89 -5477.32 -922.425 -6172.38 -7094.8
126000 219.723 48.8113 4616.77 -5509.4 -892.63 -6202.31 -7094.94
127000 217.908 -160.606 4578.62 -5493.15 -914.527 -6180.48 -7095.01
128000 219.676 72.2461 4615.77 -5438.87 -823.1 -6271.78 -7094.88
129000 215.844 154.385 4535.25 -5424.86 -889.606 -6204.81 -7094.41
130000 222.717 -7.23326 4679.66 -5400.13 -720.47 -6374.27 -7094.74
131000 224.572 75.9917 4718.65 -5363.83 -645.174 -6449.38 -7094.56
132000 217.825 99.6671 4576.88 -5378.26 -801.376 -6293.26 -7094.64
133000 216.741 129.517 4554.11 -5366.08 -811.972 -6282.79 -7094.77
134000 216.688 -257.701 4553 -5449.13 -896.134 -6198.7 -7094.83
135000 218.579 -150.499 4592.72 -5424.82 -832.101 -6262.59 -7094.69
136000 221.638 159.246 4657 -5308 -650.995 -6443.46 -7094.45
137000 222.363 4.82199 4672.23 -5386.73 -714.491 -6380.28 -7094.77
138000 220.028 -171.386 4623.17 -5377.48 -754.311 -6340.51 -7094.82
139000 223.133 -90.3839 4688.42 -5396.7 -708.279 -6386.44 -7094.72
140000 221.69 39.9302 4658.1 -5295.87 -637.776 -6456.58 -7094.36
141000 218.689 207.904 4595.03 -5433.77 -838.748 -6255.76 -7094.51
142000 220.837 202.269 4640.16 -5459.25 -819.092 -6275.73 -7094.82
143000 218.357 -87.9823 4588.07 -5456.12 -868.052 -6226.77 -7094.82
144000 221.581 3.99657 4655.81 -5387.62 -731.811 -6362.67 -7094.48
145000 218.441 243.013 4589.83 -5450.62 -860.792 -6233.45 -7094.25
146000 219.025 -248.68 4602.09 -5487.41 -885.315 -6209.06 -7094.38
147000 219.553 -146.383 4613.2 -5454.77 -841.577 -6252.71 -7094.29
148000 223.535 67.902 4696.86 -5536.06 -839.198 -6255.31 -7094.51
149000 225.507 -52.2948 4738.3 -5517.77 -779.472 -6314.94 -7094.41
150000 218.839 164.932 4598.19 -5522.01 -923.824 -6170.45 -7094.27
151000 223.268 -48.1217 4691.24 -5507.3 -816.063 -6278.31 -7094.38
152000 221.253 181.636 4648.9 -5605.04 -956.137 -6138.19 -7094.33
153000 216.049 103.158 4539.56 -5598.63 -1059.07 -6035.22 -7094.29
154000 218.423 -162.669 4589.44 -5608.92 -1019.48 -6074.71 -7094.19
155000 220.03 65.993 4623.21 -5644.64 -1021.43 -6073.01 -7094.44
156000 220.591 241.467 4635.01 -5598.76 -963.753 -6130.92 -7094.67
157000 217.732 -187.788 4574.93 -5576.81 -1001.88 -6092.58 -7094.46
158000 223.56 160.617 4697.38 -5597.91 -900.529 -6194.05 -7094.58
159000 218.193 137.392 4584.61 -5616.27 -1031.66 -6062.97 -7094.62
160000 216.848 156.025 4556.36 -5614.56 -1058.2 -6036.38 -7094.58
161000 217.956 45.5458 4579.64 -5581.96 -1002.32 -6091.97 -7094.3
162000 223.002 244.11 4685.66 -5597.52 -911.857 -6182.63 -7094.48
163000 221.552 -165.743 4655.19 -5544.79 -889.602 -6204.65 -7094.26
164000 222.455 -172.107 4674.17 -5532.68 -858.512 -6235.59 -7094.1
165000 222.244 162.11 4669.73 -5512.05 -842.328 -6251.66 -7093.99
166000 222.243 -254.149 4669.72 -5567.24 -897.52 -6196.49 -7094.01
167000 218.347 152.321 4587.84 -5538.2 -950.359 -6143.93 -7094.29
168000 217.609 123.389 4572.35 -5438.66 -866.31 -6227.43 -7093.74
169000 223.533 -53.1459 4696.81 -5422.33 -725.526 -6368.19 -7093.72
170000 221.088 -243.358 4645.45 -5500.42 -854.969 -6239.26 -7094.23
171000 221.027 34.8986 4644.17 -5519.99 -875.829 -6218.28 -7094.11
172000 222.971 -81.6526 4685.01 -5524.74 -839.734 -6254.14 -7093.88
173000 218.905 -203.202 4599.57 -5459.47 -859.902 -6233.47 -7093.37
174000 219.134 72.574 4604.38 -5487.46 -883.073 -6210.73 -7093.8
175000 223.404 -140.979 4694.11 -5536.11 -842.004 -6252.3 -7094.3
176000 221.263 -287.598 4649.12 -5437.64 -788.518 -6305.4 -7093.92
177000 218.345 -121.726 4587.81 -5371.17 -783.361 -6310.47 -7093.83
178000 219.127 -24.1877 4604.23 -5410.92 -806.69 -6287.45 -7094.14
179000 220.364 81.6631 4630.23 -5389.52 -759.294 -6334.81 -7094.11
180000 219.209 246.444 4605.95 -5416.53 -810.579 -6283.49 -7094.07
181000 218.836 -232.668 4598.13 -5367.74 -769.615 -6324.07 -7093.68
182000 219.377 -183.661 4609.49 -5359.68 -750.183 -6343.44 -7093.62
183000 221.436 138.921 4652.75 -5453.73 -800.986 -6293.05 -7094.04
184000 221.004 -60.2048 4643.68 -5411.68 -767.994 -6325.91 -7093.91
185000 219.28 -81.0819 4607.45 -5394.92 -787.465 -6306.3 -7093.77
186000 223.263 -12.1822 4691.14 -5373.56 -682.417 -6411.33 -7093.75
187000 217.116 91.2319 4561.98 -5367.58 -805.596 -6288.11 -7093.7
188000 219.782 136.252 4617.99 -5367.39 -749.401 -6344.52 -7093.92
189000 221.453 37.4241 4653.11 -5473.14 -820.028 -6273.94 -7093.97
190000 217.555 -182.079 4571.21 -5413.31 -842.102 -6251.56 -7093.66
191000 217.188 76.9996 4563.5 -5382.91 -819.411 -6274.55 -7093.96
192000 222.216 -89.6537 4669.14 -5458.94 -789.793 -6304.24 -7094.03
193000 221.728 169.936 4658.89 -5355.31 -696.421 -6396.94 -7093.36
194000 223.625 9.54829 4698.75 -5398.32 -699.57 -6393.87 -7093.44
195000 216.802 -167.282 4555.38 -5406.56 -851.188 -6242.54 -7093.73
196000 219.156 -215.956 4604.85 -5464.56 -859.711 -6234.38 -7094.09
197000 219.999 95.2021 4622.56 -5507.66 -885.102 -6209.02 -7094.12
198000 220.502 56.4664 4633.12 -5439.14 -806.015 -6287.69 -7093.7
199000 219.212 -67.4127 4606.03 -5481.73 -875.701 -6217.87 -7093.57
200000 221.037 -112.448 4644.37 -5483.08 -838.708 -6255.26 -7093.97
