# Chunk-averaged data for fix dens_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/mass
1000 100 7050.000000000003
  74 0.735 2.38 0.0150003
  75 0.745 2.1 0.0135633
  76 0.755 1.52 0.0094987
  77 0.765 3.97 0.0253455
  78 0.775 4.79 0.0300874
  79 0.785 0.24 0.00166048
  80 0.795 0 0
  81 0.805 0 0
  82 0.815 2.74 0.0172323
  83 0.825 0.26 0.00179885
  84 0.835 2.9 0.0187532
  85 0.845 6.08 0.0382018
  86 0.855 4.02 0.02545
  87 0.865 5.15 0.0331128
  88 0.875 5.85 0.0367312
  89 0.885 0 0
  90 0.895 0 0
  91 0.905 0 0
  92 0.915 0.6 0.00415119
  93 0.925 7.39 0.0467132
  94 0.935 5.79 0.0358504
  95 0.945 2.27 0.0150327
  96 0.955 6.25 0.0394297
  97 0.965 1.7 0.0110718
  98 0.975 2.97 0.0188236
  99 0.985 0.03 0.00020756
  100 0.995 0 0
2000 100 7050.000000000001
  1 0.005 3.3 0.0210032
  2 0.015 3.89 0.0245333
  3 0.025 8.71 0.05488
  4 0.035 4.38 0.0282684
  5 0.045 3.67 0.0232182
  6 0.055 3.05 0.019377
  7 0.065 0 0
  8 0.075 0 0
  9 0.085 0 0
  10 0.095 0.94 0.00607232
  11 0.105 2.11 0.0133047
  12 0.115 1.77 0.0111421
  13 0.125 4.26 0.0271104
  14 0.135 2.27 0.0143772
  15 0.145 2.92 0.0181327
  16 0.155 5.21 0.0330967
  17 0.165 1.52 0.00998165
  18 0.175 1.58 0.00991381
  19 0.185 1.42 0.0091173
  20 0.195 1.94 0.0119388
  21 0.205 2.43 0.0157084
  22 0.215 1.63 0.010415
  23 0.225 0 0
  24 0.235 1.79 0.0113322
  25 0.245 1.21 0.00769888
  26 0.255 0 0
  27 0.265 0.25 0.00172966
  28 0.275 8.66 0.054741
  29 0.285 0.09 0.000622679
  30 0.295 0 0
  31 0.305 0 0
  32 0.315 0 0
  33 0.325 1.64 0.0108464
  34 0.335 40.49 0.257748
  35 0.345 147.43 0.933878
  36 0.355 194.31 1.23349
  37 0.365 211.54 1.34081
  38 0.375 212.22 1.34838
  39 0.385 223.14 1.41246
  40 0.395 227.95 1.44799
  41 0.405 219.91 1.3892
  42 0.415 228.13 1.45303
  43 0.425 223.34 1.41228
  44 0.435 224.62 1.43097
  45 0.445 227.38 1.44258
  46 0.455 231.42 1.46835
  47 0.465 214.85 1.36244
  48 0.475 227 1.44257
  49 0.485 231.15 1.46217
  50 0.495 207.55 1.31538
  51 0.505 190.72 1.21517
  52 0.515 213.52 1.3525
  53 0.525 217.83 1.37664
  54 0.535 227.49 1.44789
  55 0.545 229.65 1.45397
  56 0.555 225.72 1.42995
  57 0.565 219.29 1.39357
  58 0.575 227.06 1.44102
  59 0.585 229.87 1.45846
  60 0.595 220.14 1.39587
  61 0.605 231.28 1.4649
  62 0.615 215.57 1.36882
  63 0.625 212.25 1.34706
  64 0.635 214.32 1.35853
  65 0.645 205.08 1.29716
  66 0.655 111.26 0.711211
  67 0.665 17.63 0.111592
  68 0.675 0.25 0.00172966
  69 0.685 0 0
  70 0.695 0.85 0.00560488
  71 0.705 2.15 0.0134262
  72 0.715 3.34 0.0208833
  73 0.725 5.15 0.0328886
  74 0.735 2.45 0.0156398
  75 0.745 1.06 0.00671283
  76 0.755 0 0
  77 0.765 1.2 0.00806091
  78 0.775 6.92 0.042944
  79 0.785 0.88 0.00608841
  80 0.795 0 0
  81 0.805 0 0
  82 0.815 2.73 0.0171631
  83 0.825 3.05 0.0194288
  84 0.835 3.76 0.0242375
  85 0.845 2.46 0.015295
  86 0.855 4.05 0.025554
  87 0.865 5.56 0.03557
  88 0.875 5.39 0.0340316
  89 0.885 0 0
  90 0.895 0 0
  91 0.905 0 0
  92 0.915 0.37 0.0025599
  93 0.925 5.63 0.0355023
  94 0.935 3.56 0.0222674
  95 0.945 4.25 0.0272655
  96 0.955 3.97 0.025173
  97 0.965 4.87 0.0308996
  98 0.975 1.78 0.011332
  99 0.985 2.57 0.0162803
  100 0.995 0 0
3000 100 7050
  1 0.005 4.15 0.0263666
  2 0.015 3.23 0.0206397
  3 0.025 6.52 0.0414702
  4 0.035 2.67 0.0166617
  5 0.045 3.55 0.0224742
  6 0.055 4.53 0.0287025
  7 0.065 0.92 0.0059167
  8 0.075 0 0
  9 0.085 0 0
  10 0.095 0.95 0.00593453
  11 0.105 2.75 0.0175602
  12 0.115 4.93 0.0311422
  13 0.125 3.25 0.0206573
  14 0.135 0.12 0.000830238
  15 0.145 1.04 0.00693667
  16 0.155 4.93 0.030918
  17 0.165 2.19 0.013841
  18 0.175 3.79 0.0240829
  19 0.185 0.05 0.000345933
  20 0.195 0.88 0.00608841
  21 0.205 2.12 0.0129427
  22 0.215 1.3 0.00835606
  23 0.225 3.86 0.0242567
  24 0.235 0.84 0.00544945
  25 0.245 0 0
  26 0.255 0 0
  27 0.265 3.88 0.0248436
  28 0.275 4.27 0.0263689
  29 0.285 0.85 0.00588085
  30 0.295 0 0
  31 0.305 0 0
  32 0.315 1.92 0.0123007
  33 0.325 18.41 0.117558
  34 0.335 96.18 0.610155
  35 0.345 176.84 1.12294
  36 0.355 196 1.24329
  37 0.365 210.13 1.32973
  38 0.375 201.3 1.2787
  39 0.385 211.12 1.33951
  40 0.395 208.22 1.32259
  41 0.405 206.41 1.3056
  42 0.415 212.03 1.34357
  43 0.425 203.71 1.29756
  44 0.435 207.02 1.31306
  45 0.445 223.66 1.41824
  46 0.455 218.19 1.38375
  47 0.465 223.71 1.41649
  48 0.475 224.09 1.42652
  49 0.485 229.57 1.45383
  50 0.495 218.6 1.38378
  51 0.505 206.14 1.30977
  52 0.515 222.34 1.41064
  53 0.525 223.83 1.41865
  54 0.535 214.59 1.35981
  55 0.545 216.47 1.37658
  56 0.555 213.19 1.35145
  57 0.565 218 1.37925
  58 0.575 207.31 1.32181
  59 0.585 216.88 1.37314
  60 0.595 206.69 1.30954
  61 0.605 203.61 1.29069
  62 0.615 205.68 1.30686
  63 0.625 215.07 1.36562
  64 0.635 217.73 1.38152
  65 0.645 206.36 1.30867
  66 0.655 158.41 1.00112
  67 0.665 57.74 0.368384
  68 0.675 5.66 0.0366241
  69 0.685 0.47 0.00325177
  70 0.695 3 0.0187379
  71 0.705 2.17 0.0138923
  72 0.715 1.22 0.00771632
  73 0.725 7.64 0.0482187
  74 0.735 0.69 0.00465313
  75 0.745 0 0
  76 0.755 0 0
  77 0.765 0.49 0.00339014
  78 0.775 3.85 0.0246015
  79 0.785 4.66 0.0291017
  80 0.795 0 0
  81 0.805 1.18 0.00752582
  82 0.815 5.48 0.0346025
  83 0.825 2.34 0.014965
  84 0.835 0.31 0.00214478
  85 0.845 4.74 0.0300519
  86 0.855 3.95 0.0248967
  87 0.865 3.02 0.0191695
  88 0.875 5.86 0.0371454
  89 0.885 0.12 0.000778493
  90 0.895 0 0
  91 0.905 0 0
  92 0.915 0 0
  93 0.925 6 0.0380622
  94 0.935 2.99 0.0189619
  95 0.945 1.38 0.00880606
  96 0.955 2.03 0.012872
  97 0.965 5.61 0.0355192
  98 0.975 4.52 0.0288058
  99 0.985 1.97 0.0123534
  100 0.995 3.93 0.024948
4000 100 7050
  1 0.005 4.57 0.0291172
  2 0.015 3.13 0.0199305
  3 0.025 3.11 0.0197922
  4 0.035 5.27 0.0330116
  5 0.045 3.11 0.0199647
  6 0.055 1.2 0.00778493
  7 0.065 5.09 0.0321112
  8 0.075 0.71 0.00470526
  9 0.085 1.85 0.0117474
  10 0.095 0.65 0.00403142
  11 0.105 1.97 0.0124914
  12 0.115 4.6 0.0292903
  13 0.125 2.25 0.0140664
  14 0.135 0.47 0.00325177
  15 0.145 2.6 0.0162637
  16 0.155 1.53 0.00948164
  17 0.165 3.03 0.0195319
  18 0.175 3.62 0.0228377
  19 0.185 0.93 0.00600314
  20 0.195 0.71 0.00491224
  21 0.205 3.15 0.0196722
  22 0.215 2.13 0.0134086
  23 0.225 0.78 0.00499984
  24 0.235 2.13 0.0134086
  25 0.245 0.1 0.000691865
  26 0.255 1.54 0.00965432
  27 0.265 3.99 0.0251561
  28 0.275 1.45 0.00951459
  29 0.285 2.02 0.0127683
  30 0.295 0 0
  31 0.305 0.94 0.00596883
  32 0.315 11.07 0.0705698
  33 0.325 51.4 0.327435
  34 0.335 139.25 0.883666
  35 0.345 189.38 1.19736
  36 0.355 194.58 1.23508
  37 0.365 207.38 1.31471
  38 0.375 192.63 1.22651
  39 0.385 204.09 1.29203
  40 0.395 192.32 1.21957
  41 0.405 204.22 1.29679
  42 0.415 214.11 1.36001
  43 0.425 195.94 1.24175
  44 0.435 197.23 1.25247
  45 0.445 217.1 1.37235
  46 0.455 211.69 1.34753
  47 0.465 213.25 1.35404
  48 0.475 220.37 1.39616
  49 0.485 215.23 1.36379
  50 0.495 207.85 1.31694
  51 0.505 205.48 1.30667
  52 0.515 212.5 1.34546
  53 0.525 213.76 1.35536
  54 0.535 211.32 1.34117
  55 0.545 207.51 1.31649
  56 0.555 210.51 1.334
  57 0.565 206.4 1.31062
  58 0.575 205.29 1.30308
  59 0.585 204.17 1.29519
  60 0.595 192.14 1.22074
  61 0.605 207.21 1.31351
  62 0.615 206.21 1.3059
  63 0.625 202.68 1.28702
  64 0.635 198.18 1.25709
  65 0.645 207.09 1.31218
  66 0.655 190.79 1.21076
  67 0.665 116.63 0.738429
  68 0.675 21.76 0.141081
  69 0.685 6.57 0.0414884
  70 0.695 2.73 0.0174218
  71 0.705 1.75 0.0111417
  72 0.715 1.29 0.00816613
  73 0.725 3.19 0.0203112
  74 0.735 2.57 0.0160906
  75 0.745 0.24 0.00166048
  76 0.755 0 0
  77 0.765 1.86 0.0118165
  78 0.775 1.14 0.00721458
  79 0.785 3.18 0.020311
  80 0.795 5.4 0.0340663
  81 0.805 0.8 0.00510371
  82 0.815 5.62 0.0356746
  83 0.825 0 0
  84 0.835 0.13 0.000899425
  85 0.845 8.4 0.0529422
  86 0.855 1.01 0.00698784
  87 0.865 2.46 0.015295
  88 0.875 1.07 0.00681651
  89 0.885 4.77 0.030225
  90 0.895 0.16 0.00102074
  91 0.905 0 0
  92 0.915 0 0
  93 0.925 6.95 0.0442727
  94 0.935 2.05 0.0128206
  95 0.945 0 0
  96 0.955 1.86 0.0119545
  97 0.965 2.33 0.0147061
  98 0.975 5.01 0.0317475
  99 0.985 5.1 0.0322149
  100 0.995 5.01 0.0316785
5000 100 7050.000000000003
  1 0.005 4.23 0.0267304
  2 0.015 6.9 0.0437888
  3 0.025 2.68 0.0167482
  4 0.035 2.53 0.0166763
  5 0.045 3.86 0.0240842
  6 0.055 3.08 0.0195846
  7 0.065 4.12 0.0262971
  8 0.075 4.38 0.027337
  9 0.085 0.51 0.00352851
  10 0.095 2.25 0.0143078
  11 0.105 3.46 0.021748
  12 0.115 0.2 0.00138373
  13 0.125 0.27 0.00185079
  14 0.135 3.56 0.0221639
  15 0.145 2.17 0.0140476
  16 0.155 0 0
  17 0.165 4.86 0.030175
  18 0.175 1.14 0.00788726
  19 0.185 2.6 0.0162637
  20 0.195 2.4 0.0157768
  21 0.205 4 0.0250529
  22 0.215 0 0
  23 0.225 0 0
  24 0.235 0.46 0.00307909
  25 0.245 3.2 0.0201561
  26 0.255 2.74 0.0175945
  27 0.265 2.6 0.0162637
  28 0.275 0.48 0.00332095
  29 0.285 2.2 0.0134962
  30 0.295 0.32 0.00221397
  31 0.305 5.41 0.0343769
  32 0.315 18.99 0.12145
  33 0.325 93.85 0.594155
  34 0.335 169.6 1.07357
  35 0.345 188.21 1.19579
  36 0.355 197.52 1.25289
  37 0.365 195.91 1.24221
  38 0.375 196.5 1.24376
  39 0.385 201.76 1.28207
  40 0.395 198.14 1.25866
  41 0.405 196.33 1.24434
  42 0.415 207.79 1.3177
  43 0.425 204.49 1.29732
  44 0.435 196.5 1.24512
  45 0.445 202.33 1.28315
  46 0.455 198.83 1.26259
  47 0.465 195.87 1.24722
  48 0.475 213.76 1.35324
  49 0.485 203.96 1.2913
  50 0.495 190.77 1.21402
  51 0.505 190.28 1.20454
  52 0.515 209.03 1.32286
  53 0.525 198.66 1.26169
  54 0.535 192.74 1.22984
  55 0.545 210.44 1.32929
  56 0.555 198.95 1.26356
  57 0.565 205.42 1.30418
  58 0.575 194.64 1.23555
  59 0.585 200.56 1.26863
  60 0.595 194.81 1.23926
  61 0.605 207.11 1.3101
  62 0.615 197.93 1.25931
  63 0.625 194.35 1.23244
  64 0.635 205.87 1.30536
  65 0.645 208.28 1.31762
  66 0.655 187.31 1.18991
  67 0.665 166.34 1.05571
  68 0.675 55.57 0.35344
  69 0.685 13.97 0.0884778
  70 0.695 2.91 0.0190466
  71 0.705 0.31 0.00195505
  72 0.715 0.13 0.000899425
  73 0.725 2.87 0.0181317
  74 0.735 0.68 0.00423898
  75 0.745 2.3 0.0146538
  76 0.755 2.35 0.014948
  77 0.765 2.04 0.0129239
  78 0.775 1.43 0.00906575
  79 0.785 0.2 0.00126299
  80 0.795 0.8 0.0052762
  81 0.805 6.75 0.0425095
  82 0.815 4.45 0.0283387
  83 0.825 0 0
  84 0.835 3.26 0.0206575
  85 0.845 5.14 0.0322847
  86 0.855 2.97 0.018927
  87 0.865 0.63 0.00425526
  88 0.875 0 0
  89 0.885 3 0.0190311
  90 0.895 2.66 0.016903
  91 0.905 0.34 0.00212811
  92 0.915 0 0
  93 0.925 7.65 0.0477877
  94 0.935 1.35 0.00930568
  95 0.945 0 0
  96 0.955 1.12 0.00712795
  97 0.965 3.48 0.0220416
  98 0.975 3.7 0.0235982
  99 0.985 4.43 0.0279244
  100 0.995 3.07 0.0196534
6000 100 7050.000000000001
  1 0.005 1.06 0.00707505
  2 0.015 5.47 0.0344298
  3 0.025 5.92 0.0379227
  4 0.035 3.39 0.0212809
  5 0.045 5.05 0.031248
  6 0.055 6.37 0.0409154
  7 0.065 0.45 0.00306165
  8 0.075 4.14 0.0264009
  9 0.085 4.31 0.0270941
  10 0.095 2.46 0.0155883
  11 0.105 1.09 0.00704113
  12 0.115 0 0
  13 0.125 0.43 0.00297502
  14 0.135 2.61 0.0163328
  15 0.145 2.05 0.0128896
  16 0.155 0.91 0.00586476
  17 0.165 3.15 0.0197412
  18 0.175 3.6 0.0231651
  19 0.185 1.64 0.0102254
  20 0.195 3.91 0.0250684
  21 0.205 2.7 0.0169555
  22 0.215 0 0
  23 0.225 0 0
  24 0.235 0.6 0.00390971
  25 0.245 2.65 0.0168511
  26 0.255 3.98 0.0247937
  27 0.265 1.77 0.0115388
  28 0.275 0 0
  29 0.285 1.95 0.0122667
  30 0.295 1.89 0.0124381
  31 0.305 10.58 0.0668519
  32 0.315 49.05 0.311159
  33 0.325 120.76 0.768745
  34 0.335 175.74 1.11389
  35 0.345 197.91 1.25303
  36 0.355 194.12 1.23164
  37 0.365 192.7 1.22139
  38 0.375 208.98 1.32948
  39 0.385 202.1 1.28185
  40 0.395 206.22 1.30863
  41 0.405 203.64 1.28859
  42 0.415 194.14 1.23335
  43 0.425 189.74 1.20368
  44 0.435 200.2 1.26524
  45 0.445 186.59 1.18574
  46 0.455 187.75 1.19638
  47 0.465 186.46 1.17939
  48 0.475 198.78 1.26214
  49 0.485 189.68 1.19711
  50 0.495 176.82 1.12839
  51 0.505 180.25 1.1368
  52 0.515 190.34 1.21216
  53 0.525 190.04 1.20486
  54 0.535 189.1 1.20032
  55 0.545 206.32 1.30739
  56 0.555 184.03 1.16823
  57 0.565 188.64 1.19842
  58 0.575 196.13 1.24362
  59 0.585 197.3 1.2513
  60 0.595 196.36 1.2446
  61 0.605 196.71 1.25084
  62 0.615 192.72 1.22189
  63 0.625 209.54 1.32781
  64 0.635 208.33 1.3219
  65 0.645 187.8 1.19518
  66 0.655 212.18 1.33959
  67 0.665 177.52 1.12511
  68 0.675 108.61 0.69041
  69 0.685 24.28 0.155721
  70 0.695 3 0.0192036
  71 0.705 0 0
  72 0.715 0.61 0.00422038
  73 0.725 2.39 0.0148107
  74 0.735 0.5 0.00318335
  75 0.745 4.91 0.0309694
  76 0.755 3.51 0.0224216
  77 0.765 0.08 0.000518995
  78 0.775 0 0
  79 0.785 0 0
  80 0.795 2.05 0.0129586
  81 0.805 1.43 0.00922099
  82 0.815 5.8 0.036575
  83 0.825 2.26 0.014584
  84 0.835 6.4 0.040433
  85 0.845 4.6 0.0289108
  86 0.855 1.46 0.00956653
  87 0.865 0 0
  88 0.875 0 0
  89 0.885 3 0.0190311
  90 0.895 0 0
  91 0.905 2.33 0.0147923
  92 0.915 0.83 0.00534577
  93 0.925 6.71 0.04294
  94 0.935 3.23 0.0200532
  95 0.945 1.37 0.00861613
  96 0.955 0.53 0.00340816
  97 0.965 0 0
  98 0.975 3.62 0.0227515
  99 0.985 4.86 0.0307614
  100 0.995 2.81 0.0179581
7000 100 7050.000000000002
  1 0.005 2.65 0.0166268
  2 0.015 3.15 0.0200517
  3 0.025 2.6 0.0166776
  4 0.035 8.73 0.0552081
  5 0.045 4.15 0.0261941
  6 0.055 8.02 0.0507788
  7 0.065 0.5 0.00339033
  8 0.075 4.37 0.027837
  9 0.085 2.69 0.0170416
  10 0.095 4.3 0.0272664
  11 0.105 0.64 0.00397948
  12 0.115 0.16 0.00110698
  13 0.125 2.52 0.0157792
  14 0.135 0.32 0.00214498
  15 0.145 0 0
  16 0.155 2.84 0.0178896
  17 0.165 3.52 0.0224908
  18 0.175 4.34 0.027319
  19 0.185 1.3 0.00842505
  20 0.195 0.52 0.00351146
  21 0.205 5.29 0.0332362
  22 0.215 0.19 0.00131454
  23 0.225 0.04 0.000276746
  24 0.235 2.96 0.0187544
  25 0.245 0 0
  26 0.255 3.01 0.0191003
  27 0.265 1.01 0.00621166
  28 0.275 1.85 0.0118508
  29 0.285 0.43 0.00297502
  30 0.295 5.28 0.0330808
  31 0.305 15.37 0.0992506
  32 0.315 82.54 0.520942
  33 0.325 147.7 0.940334
  34 0.335 192.11 1.21791
  35 0.345 186.87 1.18507
  36 0.355 208.88 1.32377
  37 0.365 193.77 1.22615
  38 0.375 200.66 1.27572
  39 0.385 209.12 1.32581
  40 0.395 192.03 1.22211
  41 0.405 205.9 1.30442
  42 0.415 192.96 1.22701
  43 0.425 182.03 1.15263
  44 0.435 182.17 1.15591
  45 0.445 187.16 1.18197
  46 0.455 177.64 1.13368
  47 0.465 184.78 1.17066
  48 0.475 185.16 1.17079
  49 0.485 174.64 1.11094
  50 0.495 163.4 1.03837
  51 0.505 177.72 1.12216
  52 0.515 180.76 1.15032
  53 0.525 174.92 1.10822
  54 0.535 195.98 1.24185
  55 0.545 172.06 1.09161
  56 0.555 189.14 1.20253
  57 0.565 188.19 1.19165
  58 0.575 182.24 1.15619
  59 0.585 188.41 1.19693
  60 0.595 191.93 1.21856
  61 0.605 193.34 1.22809
  62 0.615 196.55 1.24131
  63 0.625 216.88 1.37774
  64 0.635 187.81 1.19118
  65 0.645 204.72 1.30067
  66 0.655 214.98 1.35875
  67 0.665 182.72 1.16082
  68 0.675 151.82 0.962095
  69 0.685 45.56 0.291101
  70 0.695 8.8 0.0563306
  71 0.705 0 0
  72 0.715 1.3 0.00871827
  73 0.725 4.69 0.029292
  74 0.735 3.01 0.0190831
  75 0.745 0 0
  76 0.755 1.57 0.00979288
  77 0.765 1.43 0.00923823
  78 0.775 0 0
  79 0.785 1.02 0.00648783
  80 0.795 1.98 0.0125433
  81 0.805 0.85 0.00588085
  82 0.815 2.51 0.0156065
  83 0.825 4.84 0.0302091
  84 0.835 6.29 0.0401721
  85 0.845 5.1 0.0318872
  86 0.855 1.41 0.00946208
  87 0.865 0 0
  88 0.875 0 0
  89 0.885 1.65 0.0104499
  90 0.895 1.35 0.00858125
  91 0.905 0 0
  92 0.915 4.49 0.0283567
  93 0.925 6.96 0.0442384
  94 0.935 3.55 0.0225604
  95 0.945 0 0
  96 0.955 0 0
  97 0.965 2.15 0.0135987
  98 0.975 0.85 0.0054324
  99 0.985 2.5 0.0160202
  100 0.995 3.7 0.0234257
8000 100 7050.000000000001
  1 0.005 3.45 0.0221273
  2 0.015 5.91 0.0365081
  3 0.025 2.49 0.016434
  4 0.035 3.68 0.0231321
  5 0.045 5.34 0.0340479
  6 0.055 9.67 0.0612114
  7 0.065 2.4 0.0156906
  8 0.075 3.23 0.0203809
  9 0.085 5.56 0.035018
  10 0.095 0.17 0.00117617
  11 0.105 1.86 0.0118338
  12 0.115 2.38 0.015052
  13 0.125 1.75 0.0111072
  14 0.135 0 0
  15 0.145 1.7 0.0108475
  16 0.155 1.3 0.00818357
  17 0.165 4.14 0.0262112
  18 0.175 1.86 0.011851
  19 0.185 2.59 0.0161945
  20 0.195 0.41 0.00283665
  21 0.205 3.01 0.0189451
  22 0.215 2.93 0.018702
  23 0.225 2.8 0.0176646
  24 0.235 0.26 0.0017816
  25 0.245 1.46 0.00904908
  26 0.255 1.54 0.00998204
  27 0.265 0 0
  28 0.275 0.52 0.00323548
  29 0.285 2.07 0.0130797
  30 0.295 5.25 0.0334769
  31 0.305 30.96 0.199592
  32 0.315 115.74 0.732082
  33 0.325 171.67 1.08917
  34 0.335 194.8 1.23626
  35 0.345 197.88 1.2521
  36 0.355 198.96 1.26392
  37 0.365 198.52 1.25741
  38 0.375 198.76 1.26311
  39 0.385 199.94 1.26979
  40 0.395 191.2 1.21071
  41 0.405 201.5 1.27701
  42 0.415 186.22 1.18211
  43 0.425 189.46 1.20413
  44 0.435 176.69 1.11924
  45 0.445 164.67 1.04367
  46 0.455 185.45 1.17781
  47 0.465 158.73 1.00749
  48 0.475 179.42 1.13368
  49 0.485 164.35 1.04684
  50 0.495 160.78 1.01674
  51 0.505 173.61 1.10062
  52 0.515 165.04 1.04932
  53 0.525 163.62 1.04154
  54 0.535 187.82 1.18747
  55 0.545 168.52 1.07472
  56 0.555 185.7 1.17673
  57 0.565 176.24 1.11653
  58 0.575 179.2 1.13376
  59 0.585 182.61 1.16174
  60 0.595 189.13 1.19648
  61 0.605 194.53 1.23694
  62 0.615 198.69 1.25971
  63 0.625 206.51 1.30914
  64 0.635 188.57 1.19783
  65 0.645 203.84 1.28937
  66 0.655 201.9 1.28264
  67 0.665 203.14 1.28648
  68 0.675 168.34 1.06713
  69 0.685 87.41 0.55793
  70 0.695 20.59 0.130364
  71 0.705 1.6 0.0103109
  72 0.715 4.7 0.0297924
  73 0.725 2.15 0.0136677
  74 0.735 0 0
  75 0.745 0 0
  76 0.755 0 0
  77 0.765 2.02 0.0126303
  78 0.775 1.09 0.00716187
  79 0.785 2.89 0.0182701
  80 0.795 0 0
  81 0.805 2.04 0.0125617
  82 0.815 2.09 0.0135803
  83 0.825 4.49 0.0287017
  84 0.835 5.54 0.0348624
  85 0.845 1.91 0.0126799
  86 0.855 2.99 0.018479
  87 0.865 1.68 0.0106747
  88 0.875 0.26 0.00167811
  89 0.885 0.01 6.91865e-05
  90 0.895 4.13 0.0262283
  91 0.905 2.18 0.013996
  92 0.915 2.68 0.0167999
  93 0.925 3.58 0.022699
  94 0.935 5.1 0.0323529
  95 0.945 0.4 0.00259498
  96 0.955 2.47 0.0155885
  97 0.965 0.45 0.00288916
  98 0.975 0 0
  99 0.985 0.19 0.00131454
  100 0.995 2.92 0.0184949
9000 100 7049.999999999998
  1 0.005 5.49 0.0347407
  2 0.015 3.42 0.0220749
  3 0.025 5.06 0.0317139
  4 0.035 1.55 0.010034
  5 0.045 5.08 0.0319213
  6 0.055 7.95 0.0500875
  7 0.065 2.95 0.0191336
  8 0.075 6.94 0.0439103
  9 0.085 3 0.0194278
  10 0.095 2.63 0.0164885
  11 0.105 0.39 0.00269827
  12 0.115 3.64 0.0227174
  13 0.125 2.06 0.0132693
  14 0.135 1.69 0.0106231
  15 0.145 1.22 0.00778532
  16 0.155 2.32 0.0146714
  17 0.165 0.68 0.00435972
  18 0.175 0.97 0.00631438
  19 0.185 2.51 0.0158135
  20 0.195 2.52 0.0159344
  21 0.205 2.23 0.0137038
  22 0.215 3.76 0.0243928
  23 0.225 2.83 0.0177515
  24 0.235 0.53 0.00366689
  25 0.245 2.24 0.0137729
  26 0.255 0.41 0.00283665
  27 0.265 0 0
  28 0.275 0 0
  29 0.285 0.36 0.00249071
  30 0.295 9.34 0.0595492
  31 0.305 69.55 0.441607
  32 0.315 138.4 0.879941
  33 0.325 189.35 1.19498
  34 0.335 185.64 1.18392
  35 0.345 192.27 1.2156
  36 0.355 202.31 1.28532
  37 0.365 192.58 1.22057
  38 0.375 199.69 1.26392
  39 0.385 191.05 1.21545
  40 0.395 193.44 1.2283
  41 0.405 190.13 1.20666
  42 0.415 193.29 1.22481
  43 0.425 186.47 1.18078
  44 0.435 176.8 1.12114
  45 0.445 149.98 0.957316
  46 0.455 173.17 1.09603
  47 0.465 165.6 1.04719
  48 0.475 163.07 1.0362
  49 0.485 157.4 0.998976
  50 0.495 152.67 0.968821
  51 0.505 162.97 1.03225
  52 0.515 150.81 0.958661
  53 0.525 166.48 1.05621
  54 0.535 171.56 1.08677
  55 0.545 168.65 1.07246
  56 0.555 181.02 1.14275
  57 0.565 171.12 1.08669
  58 0.575 178.3 1.13209
  59 0.585 183.71 1.16778
  60 0.595 186.57 1.18355
  61 0.605 189.45 1.20482
  62 0.615 188.41 1.19277
  63 0.625 196.36 1.24252
  64 0.635 194.41 1.22961
