# Time-averaged data for fix 1
# TimeStep c_pTensor[1] c_pTensor[2] c_pTensor[3]
1000 1143.92 1130.59 1213.88
2000 888.504 897.106 872.038
3000 537.255 513.617 468.833
4000 248.428 262.189 213.233
5000 38.4727 48.4773 51.9985
6000 -66.9785 -14.1192 -7.18237
7000 -123.977 -98.7021 -111.717
8000 -214.514 -211.802 -175.091
9000 -232.761 -230.907 -248.248
10000 -267.265 -287.165 -270.367
11000 -314.363 -275.453 -241.418
12000 -311.111 -276.966 -267.566
13000 -288.081 -274.802 -229.409
14000 -248.56 -221.198 -212.168
15000 -190.659 -212.035 -134.531
16000 -164.36 -185.706 -148.477
17000 -186.591 -170.323 -141.958
18000 -116.569 -115.756 -62.7271
19000 -110.178 -112.987 -87.9857
20000 -106.619 -78.7251 -57.8705
21000 -66.0611 -53.3642 10.2578
22000 -66.4089 -25.8693 32.6955
23000 -30.9209 -2.58646 81.4636
24000 -16.6267 -18.1038 39.3553
25000 -57.9396 -8.06217 7.21629
26000 -19.5015 -46.3912 -37.9633
27000 -36.9589 -25.8208 -13.6327
28000 -31.7454 -17.6993 -18.8895
29000 -81.8618 -36.7437 -42.877
30000 -54.2754 -48.5613 -40.2528
31000 -44.7482 -43.9372 -19.5281
32000 -61.1916 -39.2903 5.85461
33000 -46.2161 -33.7083 -5.0434
34000 -43.293 -45.2638 -14.8167
35000 -71.842 -33.0563 -47.6624
36000 -85.295 -63.1522 -42.2234
37000 -67.42 -14.1514 -39.8782
38000 -72.8055 -32.4134 -36.1448
39000 -63.6868 -89.7824 -40.2486
40000 -72.2397 -47.5657 -35.0294
41000 -79.1515 -33.2272 -44.7408
42000 -37.3077 -23.0018 -22.131
43000 -31.0536 -38.0507 -27.5806
44000 -53.5487 -35.9276 41.5026
45000 -65.2258 -74.9296 18.5346
46000 -67.1958 -79.0949 -11.8192
47000 -99.302 -63.1738 -3.55351
48000 -109.517 -62.1645 -59.0602
49000 -54.747 -75.1123 -62.9171
50000 -22.576 -40.5343 -12.7519
51000 -19.8213 -39.0902 13.07
52000 -39.5164 -58.2562 -20.3175
53000 -17.2173 -46.192 -30.9629
54000 -31.7431 -13.5948 -10.6713
55000 -72.4017 -62.3268 -18.3032
56000 -59.3601 -65.851 -7.10722
57000 -60.2299 -49.4917 -24.4134
58000 -18.8047 -51.9683 4.88511
59000 -39.2978 -80.8517 2.87891
60000 -46.2602 -113.441 -28.2768
61000 -124.662 -86.3225 -60.8624
62000 -47.1047 -78.5805 -59.3612
63000 -33.5383 -87.6646 -44.4871
64000 -52.2322 -33.5656 14.3452
65000 -60.8793 -66.3568 -17.0517
66000 -11.8698 -27.8453 -14.9676
67000 -17.3771 -29.2836 44.7498
68000 -47.2025 10.548 10.1859
69000 -78.1996 2.13676 -20.174
70000 -29.6977 -27.0187 1.43294
71000 -31.1057 -13.7379 0.830783
72000 -29.7996 -49.7436 -20.5474
73000 -70.2299 -48.2554 -8.93833
74000 -50.037 -51.3542 -27.9571
75000 -46.3295 -63.0869 -11.3388
76000 -91.746 -99.3408 -14.7361
77000 -55.6798 -59.866 6.30623
78000 -23.2178 -75.265 -11.4785
79000 -44.6504 -51.0656 -27.275
80000 -45.5745 -43.2316 13.261
81000 -42.247 -41.8081 -22.1325
82000 -29.0134 -25.4883 9.76064
83000 -19.7752 -8.16732 -0.479407
84000 -48.2773 -64.2657 5.88921
85000 -45.7065 -76.0602 -17.1235
