# Time-averaged data for fix 1
# TimeStep c_pTensor[1] c_pTensor[2] c_pTensor[3]
1000 824.64 838.884 937.348
2000 570.885 573.515 558.288
3000 313.277 291.537 256.967
4000 124.765 128.367 144.003
5000 55.6007 55.1675 36.8808
6000 -59.5622 -3.30721 -18.3706
7000 -122.763 -84.5449 -64.1142
8000 -143.165 -101.149 -103.147
9000 -149.731 -149.058 -136.572
10000 -175.24 -169.805 -160.757
11000 -202.908 -190.829 -179.404
12000 -213.478 -206.663 -222.349
13000 -220.084 -259.389 -245.268
14000 -229.595 -221.444 -194.788
15000 -158.593 -169.517 -170.164
16000 -180.917 -189.734 -161.298
17000 -203.703 -171.914 -128.63
18000 -183.995 -154.066 -116.53
19000 -163.011 -126.557 -131.517
20000 -138.1 -104.612 -98.5971
21000 -105.694 -118.993 -94.4022
22000 -112.807 -113.173 -58.3958
23000 -119.544 -102.306 -45.7873
24000 -67.8482 -21.3716 -7.38779
25000 -89.3721 -74.5272 -15.6219
26000 -49.4945 -65.2274 -60.6788
27000 -62.0198 -87.551 -76.6997
28000 -59.7878 -94.6447 -42.4769
29000 -78.7371 -90.4527 -36.496
30000 -81.6497 -40.2543 -13.1073
31000 -87.2238 -78.119 -22.6121
32000 -52.2905 -71.0787 -72.4456
33000 -48.0438 -67.8412 -39.6249
34000 -54.3069 -31.8532 -18.5156
35000 -5.17082 -29.047 39.3304
36000 -3.35306 -17.515 39.0157
37000 -13.898 -30.34 22.5898
38000 34.0972 -41.216 32.8666
39000 1.23377 -6.42687 38.6446
40000 -62.5967 -25.7134 1.15019
41000 -49.0245 -64.0911 10.1024
42000 -36.5122 -39.3399 5.23681
43000 -15.4186 0.439764 7.92098
44000 -0.416142 -13.6365 16.6746
45000 -3.41894 -35.7444 1.53336
46000 -27.4495 -22.0064 -35.4748
47000 -41.0193 -0.470727 6.68556
48000 -32.4745 0.723513 35.7218
49000 -14.4202 18.4386 65.526
50000 34.161 31.6757 86.0677
51000 16.8406 61.191 65.9314
52000 35.3449 -7.71932 22.8957
53000 -24.1439 -3.67793 28.2743
54000 -20.1953 12.6326 30.1062
55000 20.4632 29.5999 51.2596
56000 19.8768 14.3814 24.3333
57000 9.10345 11.124 24.8659
58000 112.773 64.7985 116.111
59000 110.661 85.9631 107.838
60000 84.3374 67.5564 45.2466
61000 73.9313 86.5653 60.7782
62000 67.2382 53.5361 107.248
63000 44.5882 56.1472 81.108
64000 46.0627 93.7452 43.6981
65000 27.7567 79.4904 66.4519
66000 16.7825 47.3516 47.3069
67000 18.7682 17.7457 49.6271
68000 14.2595 27.9752 33.3327
69000 15.8969 -13.9847 -11.2536
70000 19.1524 -6.00096 -16.0504
71000 -7.44285 11.8903 4.04067
72000 -11.4465 -21.2336 -12.8409
73000 2.79149 0.042261 8.93803
74000 -48.0782 -46.6626 -43.6482
75000 -7.66521 -69.4674 -60.1472
76000 -52.9932 -113.439 -52.7526
77000 -82.5707 -53.2706 -55.0111
78000 -32.3894 -38.8003 -9.33076
79000 -27.0158 -72.2052 -8.54328
80000 -48.861 -59.3865 -34.5423
81000 -38.46 -67.0073 -38.6951
82000 -52.9905 -49.3819 -54.2696
83000 -12.9592 -47.3989 -26.4749
